audit_question_id,tier,conversation_id,ability,category,source_shape,source_field_present,conversation_reference_present,conversation_references_present,raw_source_ref_count,unique_source_id_count,matched_source_id_count,unmatched_source_id_count,ambiguous_source_id_count,duplicate_source_ref_id_count,source_parse_error
500K::5::abstention::1,500K,5,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::5::abstention::2,500K,5,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::5::contradiction_resolution::1,500K,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::5::contradiction_resolution::2,500K,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::5::event_ordering::1,500K,5,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
500K::5::event_ordering::2,500K,5,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
500K::5::information_extraction::1,500K,5,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::5::information_extraction::2,500K,5,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::5::instruction_following::1,500K,5,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::5::instruction_following::2,500K,5,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::5::knowledge_update::1,500K,5,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::5::knowledge_update::2,500K,5,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::5::multi_session_reasoning::1,500K,5,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
500K::5::multi_session_reasoning::2,500K,5,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::5::preference_following::1,500K,5,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::5::preference_following::2,500K,5,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::5::summarization::1,500K,5,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
500K::5::summarization::2,500K,5,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,20,20,20,0,0,0,
500K::5::temporal_reasoning::1,500K,5,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::5::temporal_reasoning::2,500K,5,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::6::abstention::1,500K,6,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::6::abstention::2,500K,6,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::6::contradiction_resolution::1,500K,6,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::6::contradiction_resolution::2,500K,6,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::6::event_ordering::1,500K,6,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,
500K::6::event_ordering::2,500K,6,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
500K::6::information_extraction::1,500K,6,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::6::information_extraction::2,500K,6,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::6::instruction_following::1,500K,6,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::6::instruction_following::2,500K,6,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::6::knowledge_update::1,500K,6,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::6::knowledge_update::2,500K,6,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::6::multi_session_reasoning::1,500K,6,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::6::multi_session_reasoning::2,500K,6,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::6::preference_following::1,500K,6,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::6::preference_following::2,500K,6,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::6::summarization::1,500K,6,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,13,13,13,0,0,0,
500K::6::summarization::2,500K,6,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::6::temporal_reasoning::1,500K,6,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
500K::6::temporal_reasoning::2,500K,6,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::7::abstention::1,500K,7,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::7::abstention::2,500K,7,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::7::contradiction_resolution::1,500K,7,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::7::contradiction_resolution::2,500K,7,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::7::event_ordering::1,500K,7,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,21,21,21,0,0,0,
500K::7::event_ordering::2,500K,7,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,28,23,23,0,0,5,
500K::7::information_extraction::1,500K,7,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::7::information_extraction::2,500K,7,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
500K::7::instruction_following::1,500K,7,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::7::instruction_following::2,500K,7,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::7::knowledge_update::1,500K,7,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::7::knowledge_update::2,500K,7,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
500K::7::multi_session_reasoning::1,500K,7,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,17,17,17,0,0,0,
500K::7::multi_session_reasoning::2,500K,7,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,1,1,1,0,0,0,
500K::7::preference_following::1,500K,7,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::7::preference_following::2,500K,7,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::7::summarization::1,500K,7,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
500K::7::summarization::2,500K,7,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::7::temporal_reasoning::1,500K,7,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::7::temporal_reasoning::2,500K,7,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::8::abstention::1,500K,8,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::8::abstention::2,500K,8,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::8::contradiction_resolution::1,500K,8,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::8::contradiction_resolution::2,500K,8,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::8::event_ordering::1,500K,8,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,
500K::8::event_ordering::2,500K,8,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
500K::8::information_extraction::1,500K,8,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::8::information_extraction::2,500K,8,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::8::instruction_following::1,500K,8,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::8::instruction_following::2,500K,8,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::8::knowledge_update::1,500K,8,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::8::knowledge_update::2,500K,8,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::8::multi_session_reasoning::1,500K,8,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::8::multi_session_reasoning::2,500K,8,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
500K::8::preference_following::1,500K,8,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::8::preference_following::2,500K,8,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::8::summarization::1,500K,8,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,8,8,8,0,0,0,
500K::8::summarization::2,500K,8,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,7,7,7,0,0,0,
500K::8::temporal_reasoning::1,500K,8,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::8::temporal_reasoning::2,500K,8,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::9::abstention::1,500K,9,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::9::abstention::2,500K,9,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::9::contradiction_resolution::1,500K,9,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::9::contradiction_resolution::2,500K,9,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::9::event_ordering::1,500K,9,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,
500K::9::event_ordering::2,500K,9,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
500K::9::information_extraction::1,500K,9,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
500K::9::information_extraction::2,500K,9,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::9::instruction_following::1,500K,9,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::9::instruction_following::2,500K,9,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::9::knowledge_update::1,500K,9,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::9::knowledge_update::2,500K,9,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::9::multi_session_reasoning::1,500K,9,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,
500K::9::multi_session_reasoning::2,500K,9,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::9::preference_following::1,500K,9,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::9::preference_following::2,500K,9,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::9::summarization::1,500K,9,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
500K::9::summarization::2,500K,9,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,54,54,54,0,0,0,
500K::9::temporal_reasoning::1,500K,9,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
500K::9::temporal_reasoning::2,500K,9,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::10::abstention::1,500K,10,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::10::abstention::2,500K,10,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::10::contradiction_resolution::1,500K,10,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::10::contradiction_resolution::2,500K,10,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
500K::10::event_ordering::1,500K,10,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,13,13,13,0,0,0,
500K::10::event_ordering::2,500K,10,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
500K::10::information_extraction::1,500K,10,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::10::information_extraction::2,500K,10,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
500K::10::instruction_following::1,500K,10,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,
500K::10::instruction_following::2,500K,10,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::10::knowledge_update::1,500K,10,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::10::knowledge_update::2,500K,10,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::10::multi_session_reasoning::1,500K,10,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,8,8,8,0,0,0,
500K::10::multi_session_reasoning::2,500K,10,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
500K::10::preference_following::1,500K,10,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::10::preference_following::2,500K,10,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,
500K::10::summarization::1,500K,10,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,8,8,8,0,0,0,
500K::10::summarization::2,500K,10,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::10::temporal_reasoning::1,500K,10,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
500K::10::temporal_reasoning::2,500K,10,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::11::abstention::1,500K,11,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::11::abstention::2,500K,11,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::11::contradiction_resolution::1,500K,11,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::11::contradiction_resolution::2,500K,11,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::11::event_ordering::1,500K,11,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,29,29,29,0,0,0,
500K::11::event_ordering::2,500K,11,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
500K::11::information_extraction::1,500K,11,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
500K::11::information_extraction::2,500K,11,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::11::instruction_following::1,500K,11,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::11::instruction_following::2,500K,11,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::11::knowledge_update::1,500K,11,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::11::knowledge_update::2,500K,11,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::11::multi_session_reasoning::1,500K,11,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::11::multi_session_reasoning::2,500K,11,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
500K::11::preference_following::1,500K,11,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::11::preference_following::2,500K,11,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::11::summarization::1,500K,11,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,12,12,12,0,0,0,
500K::11::summarization::2,500K,11,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,16,16,16,0,0,0,
500K::11::temporal_reasoning::1,500K,11,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::11::temporal_reasoning::2,500K,11,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::12::abstention::1,500K,12,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::12::abstention::2,500K,12,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::12::contradiction_resolution::1,500K,12,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::12::contradiction_resolution::2,500K,12,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::12::event_ordering::1,500K,12,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,19,19,19,0,0,0,
500K::12::event_ordering::2,500K,12,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,17,17,17,0,0,0,
500K::12::information_extraction::1,500K,12,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::12::information_extraction::2,500K,12,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,3,3,3,0,0,0,
500K::12::instruction_following::1,500K,12,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::12::instruction_following::2,500K,12,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::12::knowledge_update::1,500K,12,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::12::knowledge_update::2,500K,12,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::12::multi_session_reasoning::1,500K,12,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::12::multi_session_reasoning::2,500K,12,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,
500K::12::preference_following::1,500K,12,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::12::preference_following::2,500K,12,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::12::summarization::1,500K,12,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,13,13,13,0,0,0,
500K::12::summarization::2,500K,12,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,12,12,12,0,0,0,
500K::12::temporal_reasoning::1,500K,12,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::12::temporal_reasoning::2,500K,12,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::13::abstention::1,500K,13,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::13::abstention::2,500K,13,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::13::contradiction_resolution::1,500K,13,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::13::contradiction_resolution::2,500K,13,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::13::event_ordering::1,500K,13,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,
500K::13::event_ordering::2,500K,13,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,21,21,21,0,0,0,
500K::13::information_extraction::1,500K,13,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::13::information_extraction::2,500K,13,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::13::instruction_following::1,500K,13,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::13::instruction_following::2,500K,13,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::13::knowledge_update::1,500K,13,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::13::knowledge_update::2,500K,13,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::13::multi_session_reasoning::1,500K,13,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::13::multi_session_reasoning::2,500K,13,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::13::preference_following::1,500K,13,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::13::preference_following::2,500K,13,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::13::summarization::1,500K,13,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
500K::13::summarization::2,500K,13,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,13,13,13,0,0,0,
500K::13::temporal_reasoning::1,500K,13,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::13::temporal_reasoning::2,500K,13,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,4,2,2,0,0,2,
500K::14::abstention::1,500K,14,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::14::abstention::2,500K,14,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::14::contradiction_resolution::1,500K,14,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::14::contradiction_resolution::2,500K,14,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::14::event_ordering::1,500K,14,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
500K::14::event_ordering::2,500K,14,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,26,26,26,0,0,0,
500K::14::information_extraction::1,500K,14,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::14::information_extraction::2,500K,14,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::14::instruction_following::1,500K,14,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::14::instruction_following::2,500K,14,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::14::knowledge_update::1,500K,14,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::14::knowledge_update::2,500K,14,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::14::multi_session_reasoning::1,500K,14,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
500K::14::multi_session_reasoning::2,500K,14,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::14::preference_following::1,500K,14,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::14::preference_following::2,500K,14,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::14::summarization::1,500K,14,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,8,8,8,0,0,0,
500K::14::summarization::2,500K,14,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::14::temporal_reasoning::1,500K,14,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::14::temporal_reasoning::2,500K,14,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::15::abstention::1,500K,15,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::15::abstention::2,500K,15,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::15::contradiction_resolution::1,500K,15,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::15::contradiction_resolution::2,500K,15,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::15::event_ordering::1,500K,15,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,
500K::15::event_ordering::2,500K,15,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,
500K::15::information_extraction::1,500K,15,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::15::information_extraction::2,500K,15,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::15::instruction_following::1,500K,15,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::15::instruction_following::2,500K,15,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::15::knowledge_update::1,500K,15,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
500K::15::knowledge_update::2,500K,15,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
500K::15::multi_session_reasoning::1,500K,15,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::15::multi_session_reasoning::2,500K,15,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
500K::15::preference_following::1,500K,15,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
