audit_question_id,tier,conversation_id,ability,audit_category,primary_evidence_cohort_eligible,eligibility_reason,gold_source_unit_count,all_at_3_structurally_possible,gold_source_ids
500K::11::contradiction_resolution::1,500K,11,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[4, 134]"
500K::11::contradiction_resolution::2,500K,11,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[902, 876]"
500K::11::event_ordering::1,500K,11,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,29,False,"[18, 20, 148, 150, 274, 276, 278, 366, 372, 458, 464, 554, 556, 558, 572, 574, 576, 718, 724, 804, 806, 814, 816, 912, 916, 922, 1004, 1008, 1014]"
500K::11::event_ordering::2,500K,11,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,10,False,"[22, 24, 30, 194, 368, 460, 566, 812, 914, 1010]"
500K::11::information_extraction::1,500K,11,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[0, 10]"
500K::11::information_extraction::2,500K,11,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[26]
500K::11::instruction_following::1,500K,11,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[352]
500K::11::instruction_following::2,500K,11,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[532]
500K::11::knowledge_update::1,500K,11,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[40, 260]"
500K::11::knowledge_update::2,500K,11,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[784, 788, 790]"
500K::11::multi_session_reasoning::1,500K,11,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[294, 300]"
500K::11::multi_session_reasoning::2,500K,11,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[40, 260, 294, 300]"
500K::11::preference_following::1,500K,11,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[88]
500K::11::preference_following::2,500K,11,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[310]
500K::11::summarization::1,500K,11,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,12,False,"[1, 3, 11, 13, 33, 35, 137, 171, 267, 269, 289, 291]"
500K::11::summarization::2,500K,11,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,16,False,"[1, 3, 11, 13, 33, 35, 136, 137, 138, 170, 171, 266, 267, 269, 289, 291]"
500K::11::temporal_reasoning::1,500K,11,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[26, 152]"
500K::11::temporal_reasoning::2,500K,11,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[108, 208]"
500K::12::abstention::1,500K,12,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::12::abstention::2,500K,12,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::12::contradiction_resolution::1,500K,12,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[30, 124]"
500K::12::contradiction_resolution::2,500K,12,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[172, 238]"
500K::12::event_ordering::1,500K,12,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,19,False,"[26, 32, 150, 152, 240, 246, 248, 250, 482, 376, 384, 572, 678, 794, 796, 798, 920, 1020, 1022]"
500K::12::event_ordering::2,500K,12,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,17,False,"[22, 132, 242, 244, 364, 366, 368, 480, 574, 576, 680, 682, 684, 922, 926, 1016, 1018]"
500K::12::information_extraction::1,500K,12,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[20]
500K::12::information_extraction::2,500K,12,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[58, 62, 63]"
500K::12::instruction_following::1,500K,12,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[236]
500K::12::instruction_following::2,500K,12,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[666]
500K::12::knowledge_update::1,500K,12,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[162, 164, 234]"
500K::12::knowledge_update::2,500K,12,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[1076, 1118]"
500K::12::multi_session_reasoning::1,500K,12,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[176, 300, 301]"
500K::12::multi_session_reasoning::2,500K,12,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,6,False,"[58, 59, 62, 63, 350, 351]"
500K::12::preference_following::1,500K,12,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[840]
500K::12::preference_following::2,500K,12,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[60]
500K::12::summarization::1,500K,12,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[38, 41, 177, 295, 411, 511, 609, 727, 837, 951, 953, 1047, 1051]"
500K::12::summarization::2,500K,12,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,12,False,"[4, 5, 7, 8, 11, 15, 159, 169, 243, 245, 797, 799]"
500K::12::temporal_reasoning::1,500K,12,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[86, 308]"
500K::12::temporal_reasoning::2,500K,12,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[170, 402]"
500K::13::abstention::1,500K,13,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::13::abstention::2,500K,13,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::13::contradiction_resolution::1,500K,13,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[142, 30]"
500K::13::contradiction_resolution::2,500K,13,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[398, 324, 326, 328]"
500K::13::event_ordering::1,500K,13,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,7,False,"[46, 164, 170, 368, 476, 578, 682]"
500K::13::event_ordering::2,500K,13,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,21,False,"[102, 104, 112, 196, 198, 330, 332, 448, 544, 652, 758, 904, 1046, 1168, 1170, 1172, 906, 908, 910, 912, 914]"
500K::13::information_extraction::1,500K,13,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[0]
500K::13::information_extraction::2,500K,13,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[58]
500K::13::instruction_following::1,500K,13,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[140]
500K::13::instruction_following::2,500K,13,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[982, 984]"
500K::13::knowledge_update::1,500K,13,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[50, 136]"
500K::13::knowledge_update::2,500K,13,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[484, 488]"
500K::13::multi_session_reasoning::1,500K,13,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[218, 798]"
500K::13::multi_session_reasoning::2,500K,13,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[448, 758, 904]"
500K::13::preference_following::1,500K,13,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[358, 360, 362]"
500K::13::preference_following::2,500K,13,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[574, 580]"
500K::13::summarization::1,500K,13,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,5,False,"[27, 35, 41, 46, 62]"
500K::13::summarization::2,500K,13,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[144, 152, 158, 164, 170, 166, 172, 196, 198, 202, 206, 204, 212]"
500K::13::temporal_reasoning::1,500K,13,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[128, 58]"
500K::13::temporal_reasoning::2,500K,13,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[258, 260]"
500K::14::abstention::1,500K,14,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::14::abstention::2,500K,14,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::14::contradiction_resolution::1,500K,14,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[174, 64]"
500K::14::contradiction_resolution::2,500K,14,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[1070, 1008]"
500K::14::event_ordering::1,500K,14,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,10,False,"[22, 36, 192, 370, 492, 608, 712, 804, 1086, 1188]"
500K::14::event_ordering::2,500K,14,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,26,False,"[86, 88, 98, 100, 102, 316, 318, 320, 470, 472, 476, 574, 576, 580, 690, 780, 786, 788, 924, 1060, 1064, 1066, 1164, 1168, 1258, 1262]"
500K::14::information_extraction::1,500K,14,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[26]
500K::14::information_extraction::2,500K,14,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[42]
500K::14::instruction_following::1,500K,14,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[584]
500K::14::instruction_following::2,500K,14,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[792]
500K::14::knowledge_update::1,500K,14,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[42, 56, 168, 170]"
500K::14::knowledge_update::2,500K,14,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[736, 790]"
500K::14::multi_session_reasoning::1,500K,14,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[48, 192, 370, 492]"
500K::14::multi_session_reasoning::2,500K,14,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[222, 424, 866]"
500K::14::preference_following::1,500K,14,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[764, 768]"
500K::14::preference_following::2,500K,14,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[1038]
500K::14::summarization::1,500K,14,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,8,False,"[1, 3, 22, 33, 49, 59, 85, 161]"
500K::14::summarization::2,500K,14,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[99, 111, 113]"
500K::14::temporal_reasoning::1,500K,14,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[58, 64]"
500K::14::temporal_reasoning::2,500K,14,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[86, 98]"
500K::15::abstention::1,500K,15,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::15::abstention::2,500K,15,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::15::contradiction_resolution::1,500K,15,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[214, 118]"
500K::15::contradiction_resolution::2,500K,15,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[794, 688]"
500K::15::event_ordering::1,500K,15,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,9,False,"[74, 182, 330, 426, 550, 652, 870, 968, 1076]"
500K::15::event_ordering::2,500K,15,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,9,False,"[68, 294, 306, 410, 414, 170, 416, 540, 1064]"
500K::15::information_extraction::1,500K,15,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[118]
500K::15::information_extraction::2,500K,15,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[134]
500K::15::instruction_following::1,500K,15,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[452]
500K::15::instruction_following::2,500K,15,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[788, 790, 792]"
500K::15::knowledge_update::1,500K,15,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[42]
500K::15::knowledge_update::2,500K,15,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[450]
500K::15::multi_session_reasoning::1,500K,15,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[370, 476]"
500K::15::multi_session_reasoning::2,500K,15,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,5,False,"[172, 420, 536, 958, 1066]"
500K::15::preference_following::1,500K,15,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[96]
500K::15::preference_following::2,500K,15,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[428]
500K::15::summarization::1,500K,15,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,16,False,"[12, 13, 14, 15, 22, 29, 38, 41, 46, 49, 116, 163, 216, 219, 358, 457]"
500K::15::summarization::2,500K,15,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,9,False,"[42, 44, 128, 190, 436, 564, 660, 764, 880]"
500K::15::temporal_reasoning::1,500K,15,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[46, 48, 252]"
500K::15::temporal_reasoning::2,500K,15,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[74, 80, 610]"
500K::16::abstention::1,500K,16,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::16::abstention::2,500K,16,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::16::contradiction_resolution::1,500K,16,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[56, 102]"
500K::16::contradiction_resolution::2,500K,16,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[436, 448]"
500K::16::event_ordering::1,500K,16,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,19,False,"[12, 130, 132, 142, 144, 242, 248, 360, 362, 366, 460, 576, 578, 588, 674, 778, 782, 882, 964]"
500K::16::event_ordering::2,500K,16,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,9,False,"[56, 166, 262, 264, 266, 384, 478, 798, 900]"
500K::16::information_extraction::1,500K,16,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[12]
500K::16::information_extraction::2,500K,16,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[66]
500K::16::instruction_following::1,500K,16,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[106]
500K::16::instruction_following::2,500K,16,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[446]
500K::16::knowledge_update::1,500K,16,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[42, 108]"
500K::16::knowledge_update::2,500K,16,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[262, 338]"
500K::16::multi_session_reasoning::1,500K,16,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[178, 184, 268]"
500K::16::multi_session_reasoning::2,500K,16,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[90, 91, 120, 121, 122, 123, 124, 126, 127, 128, 129, 244, 245]"
500K::16::preference_following::1,500K,16,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[636]
500K::16::preference_following::2,500K,16,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[726]
500K::16::summarization::1,500K,16,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,7,False,"[243, 249, 360, 367, 779, 783, 882]"
500K::16::summarization::2,500K,16,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,10,False,"[91, 141, 245, 365, 453, 581, 667, 763, 881, 973]"
500K::16::temporal_reasoning::1,500K,16,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[56, 74]"
500K::16::temporal_reasoning::2,500K,16,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[130, 132, 244]"
500K::17::abstention::1,500K,17,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::17::abstention::2,500K,17,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::17::contradiction_resolution::1,500K,17,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[208, 170]"
500K::17::contradiction_resolution::2,500K,17,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[306, 210]"
500K::17::event_ordering::1,500K,17,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[52, 60, 176, 170, 264, 266, 268, 376, 384, 474, 640, 812, 950]"
500K::17::event_ordering::2,500K,17,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,11,False,"[12, 110, 224, 330, 434, 544, 766, 874, 1026, 1134, 1142]"
500K::17::information_extraction::1,500K,17,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[10]
500K::17::information_extraction::2,500K,17,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[46]
500K::17::instruction_following::1,500K,17,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[304]
500K::17::instruction_following::2,500K,17,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[508]
500K::17::knowledge_update::1,500K,17,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[230, 302]"
500K::17::knowledge_update::2,500K,17,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[1144, 1220]"
500K::17::multi_session_reasoning::1,500K,17,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[470, 630, 800]"
500K::17::multi_session_reasoning::2,500K,17,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[36, 120, 290]"
500K::17::preference_following::1,500K,17,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[78]
500K::17::preference_following::2,500K,17,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[280]
500K::17::summarization::1,500K,17,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,5,False,"[10, 17, 94, 384, 950]"
500K::17::summarization::2,500K,17,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,22,False,"[12, 13, 126, 127, 136, 137, 256, 257, 372, 373, 470, 471, 630, 631, 800, 801, 934, 935, 1062, 1063, 1182, 1183]"
500K::17::temporal_reasoning::1,500K,17,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[44, 90]"
500K::17::temporal_reasoning::2,500K,17,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[196, 900]"
