tier,conversation_id,chat_path,chat_bytes,chat_sha256,question_path,question_bytes,question_sha256,raw_message_units,user_messages,assistant_messages,other_role_messages,unique_local_message_ids,duplicate_local_message_id_values,malformed_message_ids,malformed_message_texts,probing_questions
1M,35,chats/1M/35/chat.json,4697272,96ef4d07a3fd1946300e05303c805ad26151b7902c74134c9a7f2e03d73f6fb4,chats/1M/35/probing_questions/probing_questions.json,36195,2b15368225ecb5dfa12401060283c6a3b776d5abd4edf6d56ccaff89a288a85b,2116,1058,1058,0,2116,0,0,0,20
10M,1,chats/10M/1/chat.json,55680741,ca0522339039446210bdfc1dbef98246598263653fbe7cdcdc01904ada835783,chats/10M/1/probing_questions/probing_questions.json,39492,2e27f7a1bd725568bafe8d6bcaac6369aa074c7cf582440450cb95f669560642,19895,9948,9947,0,19895,0,0,0,20
10M,2,chats/10M/2/chat.json,52833201,8e0cd6cb93267853b124143c43ec83a4ef180c63c4b353ce3b14d13c83df813f,chats/10M/2/probing_questions/probing_questions.json,38119,059fa3af3ac26ca4f8371bba7fca8ecedc7f8e08765693847d57f672cd042c12,19057,9529,9528,0,19057,0,0,0,20
10M,3,chats/10M/3/chat.json,57021892,fb70db91d8ddbf0db80f5e79768092db93358723442c21a45d059b72a18f7258,chats/10M/3/probing_questions/probing_questions.json,37152,e7698e50aceb4a544b056727ceddba8bf32870486e7d84b1869fdfbac533d79f,20192,10096,10096,0,20192,0,0,0,20
10M,4,chats/10M/4/chat.json,46806368,11dbe4efc77391094491d782cd10c9afee29b1a9f933c21beb4d8ec48bd112dd,chats/10M/4/probing_questions/probing_questions.json,34136,a43790fab80811d91a0fc101be929c8faf510eb59afbeb32ceae124a70953ab0,19202,9601,9601,0,19202,0,0,0,20
10M,5,chats/10M/5/chat.json,40505365,226e01e1f4ec85bf40cfc16709541a0f9b829cf12e242b28b4065f8e63a7d2cd,chats/10M/5/probing_questions/probing_questions.json,42405,d582e93e23248db017e797de0f2391b7145f315c87ae2ace2261120f1dd2d2b1,18760,9380,9380,0,18760,0,0,0,20
10M,6,chats/10M/6/chat.json,50868767,80e50741ad3a0c17d1e6b40d4a98f0efb4cfff75ca55c2915457b7895904de7a,chats/10M/6/probing_questions/probing_questions.json,37455,890a3eeea5b3cbc0163ab3f3b6f5bbfb1ee398f7619ad411554b0ee3b52309ff,19958,9979,9979,0,19958,0,0,0,20
10M,7,chats/10M/7/chat.json,55981134,3de91e32c65c68e7abc5c62a37b0786b8c74d05561777db61e5e0eeb54aec446,chats/10M/7/probing_questions/probing_questions.json,34805,146ba7bfdd7f561a1d90ac9c3eb69a2103b1cd09ddc87506bafe148aa7a4096e,22652,11326,11326,0,22652,0,0,0,20
10M,8,chats/10M/8/chat.json,52892083,8215aa6c9b0c6983ed839ef216db6af7c4798faa3bf484d55d02446119cb97cf,chats/10M/8/probing_questions/probing_questions.json,35844,17b70b2557663fbe3a476713ec15763e94102697be580c031720b0e21a88bf0e,22560,11280,11280,0,22560,0,0,0,20
10M,9,chats/10M/9/chat.json,52002892,152c21bc90289aa441192d5a7914a3417d41264792eb072ac3362f7ebb68c064,chats/10M/9/probing_questions/probing_questions.json,35284,921ac87d081ff27a8b92b071b5df079812f9284cfe96fca10b0aaa18777294f4,22704,11352,11352,0,22704,0,0,0,20
10M,10,chats/10M/10/chat.json,63816726,fca3a0f5b368fea2fb51698e57a8433d427c00e78001641f36463802689bfda0,chats/10M/10/probing_questions/probing_questions.json,34694,c7e7652adcab53f5f205d6f8df86d10789a51bb6e53fb2e3b56655a0d352b671,23716,11858,11858,0,23716,0,0,0,20
