audit_question_id,tier,conversation_id,ability,category,source_shape,source_field_present,conversation_reference_present,conversation_references_present,raw_source_ref_count,unique_source_id_count,matched_source_id_count,unmatched_source_id_count,ambiguous_source_id_count,duplicate_source_ref_id_count,source_parse_error,raw_source_ids,unique_source_ids,matched_source_ids,unmatched_source_ids,ambiguous_source_ids,duplicate_source_refs
100K::17::temporal_reasoning::2,100K,17,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[108, 156]","[108, 156]","[108, 156]",[],[],[]
100K::18::contradiction_resolution::1,100K,18,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,5,5,5,0,0,0,,"[126, 128, 102, 104, 106]","[126, 128, 102, 104, 106]","[102, 104, 106, 126, 128]",[],[],[]
100K::18::contradiction_resolution::2,100K,18,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[188, 150]","[188, 150]","[150, 188]",[],[],[]
100K::18::event_ordering::1,100K,18,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,,"[30, 138, 196, 254, 198, 258]","[30, 138, 196, 254, 198, 258]","[30, 138, 196, 198, 254, 258]",[],[],[]
100K::18::event_ordering::2,100K,18,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,,"[24, 26, 28, 146, 202, 204, 262]","[24, 26, 28, 146, 202, 204, 262]","[24, 26, 28, 146, 202, 204, 262]",[],[],[]
100K::18::information_extraction::1,100K,18,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[30],[30],[30],[],[],[]
100K::18::information_extraction::2,100K,18,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,6,6,6,0,0,0,,"[30, 31, 32, 33, 34, 35]","[30, 31, 32, 33, 34, 35]","[30, 31, 32, 33, 34, 35]",[],[],[]
100K::18::instruction_following::1,100K,18,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[184, 186]","[184, 186]","[184, 186]",[],[],[]
100K::18::instruction_following::2,100K,18,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[120],[120],[120],[],[],[]
100K::18::knowledge_update::1,100K,18,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[90, 114]","[90, 114]","[90, 114]",[],[],[]
100K::18::knowledge_update::2,100K,18,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[170, 182]","[170, 182]","[170, 182]",[],[],[]
100K::18::multi_session_reasoning::1,100K,18,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[48, 216]","[48, 216]","[48, 216]",[],[],[]
100K::18::multi_session_reasoning::2,100K,18,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[146, 202]","[146, 202]","[146, 202]",[],[],[]
100K::18::preference_following::1,100K,18,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[84, 86, 88]","[84, 86, 88]","[84, 86, 88]",[],[],[]
100K::18::preference_following::2,100K,18,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[164],[164],[164],[],[],[]
100K::18::temporal_reasoning::1,100K,18,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[48, 60]","[48, 60]","[48, 60]",[],[],[]
100K::18::temporal_reasoning::2,100K,18,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[146, 216]","[146, 216]","[146, 216]",[],[],[]
100K::19::contradiction_resolution::1,100K,19,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[34, 64]","[34, 64]","[34, 64]",[],[],[]
100K::19::contradiction_resolution::2,100K,19,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[80, 122]","[80, 122]","[80, 122]",[],[],[]
100K::19::event_ordering::1,100K,19,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,4,4,0,0,1,,"[22, 108, 178, 178, 180]","[22, 108, 178, 180]","[22, 108, 178, 180]",[],[],[178]
100K::19::event_ordering::2,100K,19,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,,"[8, 10, 12, 138, 210, 212, 214]","[8, 10, 12, 138, 210, 212, 214]","[8, 10, 12, 138, 210, 212, 214]",[],[],[]
100K::19::information_extraction::1,100K,19,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[8],[8],[8],[],[],[]
100K::19::information_extraction::2,100K,19,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[22],[22],[22],[],[],[]
100K::19::instruction_following::1,100K,19,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[62],[62],[62],[],[],[]
100K::19::instruction_following::2,100K,19,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[128],[128],[128],[],[],[]
100K::19::knowledge_update::1,100K,19,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[112, 122]","[112, 122]","[112, 122]",[],[],[]
100K::19::knowledge_update::2,100K,19,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[36, 56]","[36, 56]","[36, 56]",[],[],[]
100K::19::multi_session_reasoning::1,100K,19,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[37, 86]","[37, 86]","[37, 86]",[],[],[]
100K::19::multi_session_reasoning::2,100K,19,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,,"[30, 116, 156]","[30, 116, 156]","[30, 116, 156]",[],[],[]
100K::19::preference_following::1,100K,19,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[110],[110],[110],[],[],[]
100K::19::preference_following::2,100K,19,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[46, 48]","[46, 48]","[46, 48]",[],[],[]
100K::19::summarization::1,100K,19,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,,"[23, 33, 69, 179, 189]","[23, 33, 69, 179, 189]","[23, 33, 69, 179, 189]",[],[],[]
100K::19::summarization::2,100K,19,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,,"[34, 85, 183, 221]","[34, 85, 183, 221]","[34, 85, 183, 221]",[],[],[]
100K::19::temporal_reasoning::1,100K,19,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[68, 68]",[68],[68],[],[],[68]
100K::19::temporal_reasoning::2,100K,19,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[34, 84]","[34, 84]","[34, 84]",[],[],[]
100K::20::contradiction_resolution::1,100K,20,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[26, 68]","[26, 68]","[26, 68]",[],[],[]
100K::20::contradiction_resolution::2,100K,20,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[92, 120]","[92, 120]","[92, 120]",[],[],[]
100K::20::event_ordering::1,100K,20,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,,"[30, 164, 200, 202, 204, 206]","[30, 164, 200, 202, 204, 206]","[30, 164, 200, 202, 204, 206]",[],[],[]
100K::20::event_ordering::2,100K,20,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[32, 70, 122, 188, 190]","[32, 70, 122, 188, 190]","[32, 70, 122, 188, 190]",[],[],[]
100K::20::information_extraction::1,100K,20,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[10],[10],[10],[],[],[]
100K::20::information_extraction::2,100K,20,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,6,6,6,0,0,0,,"[10, 11, 12, 13, 14, 15]","[10, 11, 12, 13, 14, 15]","[10, 11, 12, 13, 14, 15]",[],[],[]
100K::20::instruction_following::1,100K,20,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[66],[66],[66],[],[],[]
100K::20::instruction_following::2,100K,20,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[180, 182]","[180, 182]","[180, 182]",[],[],[]
100K::20::knowledge_update::1,100K,20,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[36, 64]","[36, 64]","[36, 64]",[],[],[]
100K::20::knowledge_update::2,100K,20,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[130, 176]","[130, 176]","[130, 176]",[],[],[]
100K::20::multi_session_reasoning::1,100K,20,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[30, 164]","[30, 164]","[30, 164]",[],[],[]
100K::20::multi_session_reasoning::2,100K,20,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[32, 70, 71, 122, 123]","[32, 70, 71, 122, 123]","[32, 70, 71, 122, 123]",[],[],[]
100K::20::preference_following::1,100K,20,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[62],[62],[62],[],[],[]
100K::20::preference_following::2,100K,20,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[106],[106],[106],[],[],[]
100K::20::temporal_reasoning::1,100K,20,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[32, 70]","[32, 70]","[32, 70]",[],[],[]
100K::20::temporal_reasoning::2,100K,20,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[102, 152]","[102, 152]","[102, 152]",[],[],[]
500K::1::contradiction_resolution::1,500K,1,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[398, 330]","[398, 330]","[330, 398]",[],[],[]
500K::1::contradiction_resolution::2,500K,1,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[160, 112]","[160, 112]","[112, 160]",[],[],[]
500K::1::event_ordering::1,500K,1,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,6,6,6,0,0,0,,"[102, 246, 248, 250, 530, 578]","[102, 246, 248, 250, 530, 578]","[102, 246, 248, 250, 530, 578]",[],[],[]
500K::1::event_ordering::2,500K,1,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,,"[0, 2, 4, 16, 18, 82, 86, 404, 640]","[0, 2, 4, 16, 18, 82, 86, 404, 640]","[0, 2, 4, 16, 18, 82, 86, 404, 640]",[],[],[]
500K::1::information_extraction::1,500K,1,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[30],[30],[30],[],[],[]
500K::1::information_extraction::2,500K,1,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[100, 101]","[100, 101]","[100, 101]",[],[],[]
500K::1::instruction_following::1,500K,1,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[314, 316]","[314, 316]","[314, 316]",[],[],[]
500K::1::instruction_following::2,500K,1,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[76, 78]","[76, 78]","[76, 78]",[],[],[]
500K::1::knowledge_update::2,500K,1,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[182, 234]","[182, 234]","[182, 234]",[],[],[]
500K::1::multi_session_reasoning::1,500K,1,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,,"[20, 172, 173, 174, 175, 336, 337]","[20, 172, 173, 174, 175, 336, 337]","[20, 172, 173, 174, 175, 336, 337]",[],[],[]
500K::1::multi_session_reasoning::2,500K,1,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[102, 256]","[102, 256]","[102, 256]",[],[],[]
500K::1::preference_following::1,500K,1,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[298],[298],[298],[],[],[]
500K::1::preference_following::2,500K,1,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[442],[442],[442],[],[],[]
500K::1::summarization::1,500K,1,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,15,15,15,0,0,0,,"[20, 21, 54, 55, 172, 173, 174, 175, 194, 195, 196, 336, 337, 344, 345]","[20, 21, 54, 55, 172, 173, 174, 175, 194, 195, 196, 336, 337, 344, 345]","[20, 21, 54, 55, 172, 173, 174, 175, 194, 195, 196, 336, 337, 344, 345]",[],[],[]
500K::1::summarization::2,500K,1,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,26,26,26,0,0,0,,"[0, 1, 2, 3, 5, 16, 17, 19, 82, 83, 84, 85, 86, 87, 96, 97, 108, 109, 124, 125, 404, 405, 412, 413, 414, 415]","[0, 1, 2, 3, 5, 16, 17, 19, 82, 83, 84, 85, 86, 87, 96, 97, 108, 109, 124, 125, 404, 405, 412, 413, 414, 415]","[0, 1, 2, 3, 5, 16, 17, 19, 82, 83, 84, 85, 86, 87, 96, 97, 108, 109, 124, 125, 404, 405, 412, 413, 414, 415]",[],[],[]
500K::1::temporal_reasoning::1,500K,1,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[62, 230]","[62, 230]","[62, 230]",[],[],[]
500K::1::temporal_reasoning::2,500K,1,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[604, 604]",[604],[604],[],[],[604]
500K::2::contradiction_resolution::1,500K,2,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[190, 192, 194]","[190, 192, 194]","[190, 192, 194]",[],[],[]
500K::2::contradiction_resolution::2,500K,2,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[200, 202, 268]","[200, 202, 268]","[200, 202, 268]",[],[],[]
500K::2::event_ordering::1,500K,2,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,15,15,15,0,0,0,,"[0, 6, 18, 26, 100, 116, 156, 200, 268, 280, 364, 614, 624, 690, 804]","[0, 6, 18, 26, 100, 116, 156, 200, 268, 280, 364, 614, 624, 690, 804]","[0, 6, 18, 26, 100, 116, 156, 200, 268, 280, 364, 614, 624, 690, 804]",[],[],[]
500K::2::event_ordering::2,500K,2,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[210, 212, 300, 376, 462]","[210, 212, 300, 376, 462]","[210, 212, 300, 376, 462]",[],[],[]
500K::2::information_extraction::1,500K,2,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[0],[0],[0],[],[],[]
500K::2::information_extraction::2,500K,2,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[96],[96],[96],[],[],[]
500K::2::instruction_following::1,500K,2,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[188],[188],[188],[],[],[]
500K::2::instruction_following::2,500K,2,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[872],[872],[872],[],[],[]
500K::2::knowledge_update::1,500K,2,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[418, 424]","[418, 424]","[418, 424]",[],[],[]
500K::2::knowledge_update::2,500K,2,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[176, 184]","[176, 184]","[176, 184]",[],[],[]
500K::2::multi_session_reasoning::1,500K,2,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[226, 227]","[226, 227]","[226, 227]",[],[],[]
500K::2::multi_session_reasoning::2,500K,2,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,,"[30, 142, 143, 220]","[30, 142, 143, 220]","[30, 142, 143, 220]",[],[],[]
500K::2::preference_following::1,500K,2,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[504],[504],[504],[],[],[]
500K::2::preference_following::2,500K,2,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[250],[250],[250],[],[],[]
500K::2::summarization::1,500K,2,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,8,8,8,0,0,0,,"[0, 1, 6, 18, 26, 27, 268, 269]","[0, 1, 6, 18, 26, 27, 268, 269]","[0, 1, 6, 18, 26, 27, 268, 269]",[],[],[]
500K::2::summarization::2,500K,2,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,33,33,33,0,0,0,,"[0, 1, 6, 7, 18, 26, 27, 118, 119, 120, 121, 122, 140, 141, 200, 201, 202, 268, 269, 214, 215, 216, 217, 218, 219, 280, 281, 282, 283, 292, 293, 294, 295]","[0, 1, 6, 7, 18, 26, 27, 118, 119, 120, 121, 122, 140, 141, 200, 201, 202, 268, 269, 214, 215, 216, 217, 218, 219, 280, 281, 282, 283, 292, 293, 294, 295]","[0, 1, 6, 7, 18, 26, 27, 118, 119, 120, 121, 122, 140, 141, 200, 201, 202, 214, 215, 216, 217, 218, 219, 268, 269, 280, 281, 282, 283, 292, 293, 294, 295]",[],[],[]
500K::2::temporal_reasoning::1,500K,2,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[7, 9]","[7, 9]","[7, 9]",[],[],[]
500K::2::temporal_reasoning::2,500K,2,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[318, 396]","[318, 396]","[318, 396]",[],[],[]
500K::3::contradiction_resolution::1,500K,3,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[542, 514]","[542, 514]","[514, 542]",[],[],[]
500K::3::contradiction_resolution::2,500K,3,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[618, 564]","[618, 564]","[564, 618]",[],[],[]
500K::3::event_ordering::1,500K,3,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,15,15,15,0,0,0,,"[0, 2, 14, 16, 18, 36, 86, 250, 328, 404, 554, 626, 698, 700, 702]","[0, 2, 14, 16, 18, 36, 86, 250, 328, 404, 554, 626, 698, 700, 702]","[0, 2, 14, 16, 18, 36, 86, 250, 328, 404, 554, 626, 698, 700, 702]",[],[],[]
500K::3::event_ordering::2,500K,3,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,,"[22, 92, 182, 244, 338, 416, 498, 610, 680, 762]","[22, 92, 182, 244, 338, 416, 498, 610, 680, 762]","[22, 92, 182, 244, 338, 416, 498, 610, 680, 762]",[],[],[]
500K::3::information_extraction::1,500K,3,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[0],[0],[0],[],[],[]
500K::3::information_extraction::2,500K,3,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[24],[24],[24],[],[],[]
500K::3::instruction_following::1,500K,3,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[152, 154]","[152, 154]","[152, 154]",[],[],[]
500K::3::instruction_following::2,500K,3,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[236, 238]","[236, 238]","[236, 238]",[],[],[]
500K::3::knowledge_update::1,500K,3,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[246, 246]",[246],[246],[],[],[246]
500K::3::knowledge_update::2,500K,3,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[180, 234]","[180, 234]","[180, 234]",[],[],[]
500K::3::multi_session_reasoning::1,500K,3,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,,"[128, 129, 220]","[128, 129, 220]","[128, 129, 220]",[],[],[]
500K::3::multi_session_reasoning::2,500K,3,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,,"[38, 104, 105, 182, 183, 186, 187, 340, 341]","[38, 104, 105, 182, 183, 186, 187, 340, 341]","[38, 104, 105, 182, 183, 186, 187, 340, 341]",[],[],[]
500K::3::preference_following::1,500K,3,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[144],[144],[144],[],[],[]
500K::3::preference_following::2,500K,3,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[452],[452],[452],[],[],[]
500K::3::summarization::1,500K,3,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,8,8,8,0,0,0,,"[104, 105, 182, 183, 186, 187, 340, 341]","[104, 105, 182, 183, 186, 187, 340, 341]","[104, 105, 182, 183, 186, 187, 340, 341]",[],[],[]
500K::3::summarization::2,500K,3,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,10,10,10,0,0,0,,"[104, 105, 182, 183, 186, 187, 340, 341, 488, 489]","[104, 105, 182, 183, 186, 187, 340, 341, 488, 489]","[104, 105, 182, 183, 186, 187, 340, 341, 488, 489]",[],[],[]
500K::3::temporal_reasoning::1,500K,3,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[6, 32]","[6, 32]","[6, 32]",[],[],[]
500K::3::temporal_reasoning::2,500K,3,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[6, 32]","[6, 32]","[6, 32]",[],[],[]
500K::4::contradiction_resolution::1,500K,4,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[78, 24]","[78, 24]","[24, 78]",[],[],[]
500K::4::contradiction_resolution::2,500K,4,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[592, 482]","[592, 482]","[482, 592]",[],[],[]
500K::4::event_ordering::1,500K,4,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,9,9,9,0,0,0,,"[20, 82, 84, 176, 330, 432, 332, 334, 678]","[20, 82, 84, 176, 330, 432, 332, 334, 678]","[20, 82, 84, 176, 330, 332, 334, 432, 678]",[],[],[]
500K::4::event_ordering::2,500K,4,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,8,8,8,0,0,0,,"[48, 86, 216, 244, 320, 404, 540, 440]","[48, 86, 216, 244, 320, 404, 540, 440]","[48, 86, 216, 244, 320, 404, 440, 540]",[],[],[]
500K::4::information_extraction::1,500K,4,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,4,4,4,0,0,0,,"[0, 1, 3, 5]","[0, 1, 3, 5]","[0, 1, 3, 5]",[],[],[]
500K::4::information_extraction::2,500K,4,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[24],[24],[24],[],[],[]
500K::4::instruction_following::1,500K,4,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[164, 166]","[164, 166]","[164, 166]",[],[],[]
500K::4::instruction_following::2,500K,4,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[752, 754]","[752, 754]","[752, 754]",[],[],[]
500K::4::knowledge_update::1,500K,4,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[364, 392]","[364, 392]","[364, 392]",[],[],[]
500K::4::knowledge_update::2,500K,4,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[762, 830]","[762, 830]","[762, 830]",[],[],[]
500K::4::multi_session_reasoning::1,500K,4,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[24, 134, 137, 198, 199]","[24, 134, 137, 198, 199]","[24, 134, 137, 198, 199]",[],[],[]
500K::4::multi_session_reasoning::2,500K,4,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[132, 176]","[132, 176]","[132, 176]",[],[],[]
500K::4::preference_following::1,500K,4,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[296],[296],[296],[],[],[]
500K::4::preference_following::2,500K,4,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[382, 384]","[382, 384]","[382, 384]",[],[],[]
500K::4::summarization::1,500K,4,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,15,15,15,0,0,0,,"[20, 21, 42, 43, 82, 83, 85, 130, 131, 132, 133, 176, 177, 200, 201]","[20, 21, 42, 43, 82, 83, 85, 130, 131, 132, 133, 176, 177, 200, 201]","[20, 21, 42, 43, 82, 83, 85, 130, 131, 132, 133, 176, 177, 200, 201]",[],[],[]
500K::4::summarization::2,500K,4,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,15,15,15,0,0,0,,"[20, 21, 42, 43, 82, 83, 85, 130, 131, 132, 133, 176, 177, 200, 201]","[20, 21, 42, 43, 82, 83, 85, 130, 131, 132, 133, 176, 177, 200, 201]","[20, 21, 42, 43, 82, 83, 85, 130, 131, 132, 133, 176, 177, 200, 201]",[],[],[]
500K::4::temporal_reasoning::1,500K,4,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[46, 148]","[46, 148]","[46, 148]",[],[],[]
500K::4::temporal_reasoning::2,500K,4,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[102, 212]","[102, 212]","[102, 212]",[],[],[]
500K::5::contradiction_resolution::1,500K,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[322, 374]","[322, 374]","[322, 374]",[],[],[]
500K::5::contradiction_resolution::2,500K,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[380, 454]","[380, 454]","[380, 454]",[],[],[]
500K::5::event_ordering::1,500K,5,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,,"[22, 128, 214, 316, 392, 468, 550, 640, 744, 814]","[22, 128, 214, 316, 392, 468, 550, 640, 744, 814]","[22, 128, 214, 316, 392, 468, 550, 640, 744, 814]",[],[],[]
500K::5::event_ordering::2,500K,5,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[64, 66, 150, 344, 574]","[64, 66, 150, 344, 574]","[64, 66, 150, 344, 574]",[],[],[]
500K::5::information_extraction::1,500K,5,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[34],[34],[34],[],[],[]
500K::5::information_extraction::2,500K,5,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[126],[126],[126],[],[],[]
