priority,audit_value,file_role,feeds_published,could_contradict,path
A4_WORTH_A_LOOK,1.85,analysis_code,0.75,0.68,verify_ok/audit_v52_t4c1/repro/04_strata_and_seeds.py
A4_WORTH_A_LOOK,1.85,result_data,0.76,0.73,theory_benchmark_test_v1/perltqa/ckpt_12_Madan.jsonl
A4_WORTH_A_LOOK,1.85,result_data,0.55,0.66,pilots/axis_attack_2026-09-12/pilot_results.json
A4_WORTH_A_LOOK,1.85,result_data,0.46,0.72,pilots/axis_attack_2026-09-12/round2/wsl_details/r2b_details.json
A4_WORTH_A_LOOK,1.84,report,0.53,0.62,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2d_design_review.md
A4_WORTH_A_LOOK,1.84,report,0.44,0.61,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round3/DENEY1_REPORT.md
A4_WORTH_A_LOOK,1.84,result_data,0.7,0.67,residual8_pilot_r1/perltqa/ckpt_02.jsonl
A4_WORTH_A_LOOK,1.84,result_data,0.69,0.69,residual8_pilot_r1/perltqa/ckpt_08.jsonl
A4_WORTH_A_LOOK,1.84,result_data,0.67,0.67,residual8_pilot_r1/perltqa/ckpt_12.jsonl
A4_WORTH_A_LOOK,1.84,report,0.47,0.68,verify_ok/audit_v52_t4f0_codex_2026_08_31/corpus_audit_summary.json
A4_WORTH_A_LOOK,1.84,result_data,0.33,0.62,math_discovery_2026_09_13/ranking_bounds/coordinator_results.json
A4_WORTH_A_LOOK,1.83,result_data,0.7,0.67,residual8_pilot_r1/perltqa/ckpt_01.jsonl
A4_WORTH_A_LOOK,1.83,producer_code,0.33,0.66,hr-consolidation/audit_v52_t4c1/repro/06_centering_hubness_probe.py
A4_WORTH_A_LOOK,1.83,producer_code,0.36,0.65,verify_ok/audit_v52_t4c1/repro/06_centering_hubness_probe.py
A4_WORTH_A_LOOK,1.83,result_data,0.76,0.73,theory_benchmark_test_v1/locomo/ckpt/ci_7.json
A4_WORTH_A_LOOK,1.83,result_data,0.73,0.62,drive/t4c3/V52_T4C3_aggregate.csv
A4_WORTH_A_LOOK,1.83,result_data,0.66,0.57,drive/t4c3/V52_T4C3_reuse.csv
A4_WORTH_A_LOOK,1.83,report,0.33,0.41,math_discovery_2026_09_13/round2/sharp_bounds/COORDINATOR_REVIEW.md
A4_WORTH_A_LOOK,1.82,analysis_code,0.79,0.77,incoming_20260916/extracted/LLMZIP_HATA_YERI_2026-09-16/LLMZIP_HATA_YERI_2026-09-16/make_report.py
A4_WORTH_A_LOOK,1.82,result_data,0.66,0.74,parallel_ideas_r1/asymmetric/ckpt_lme_025.jsonl
A4_WORTH_A_LOOK,1.82,result_data,0.65,0.71,regen/lme/code_certification_itq.jsonl
A4_WORTH_A_LOOK,1.82,analysis_code,0.6,0.61,residual8_pilot_r1/coordinator/recompute.py
A4_WORTH_A_LOOK,1.82,analysis_code,0.31,0.68,residual8_pilot_r1/oracle_repair/oracle_test.py
A4_WORTH_A_LOOK,1.82,result_data,0.68,0.66,residual8_pilot_r1/perltqa/ckpt_26.jsonl
A4_WORTH_A_LOOK,1.82,analysis_code,0.74,0.68,verify_top10/audit_v52_t4c1/repro/04_strata_and_seeds.py
A4_WORTH_A_LOOK,1.82,result_data,0.74,0.73,theory_benchmark_test_v1/perltqa/ckpt_03_Han_Gang.jsonl
A4_WORTH_A_LOOK,1.82,result_data,0.53,0.6,pilots/axis_attack_2026-09-12/diagnostics2.json
A4_WORTH_A_LOOK,1.81,result_data,0.41,0.64,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/pilot_results.json
A4_WORTH_A_LOOK,1.81,result_data,0.48,0.66,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/probe48.json
A4_WORTH_A_LOOK,1.81,result_data,0.72,0.64,residual8_pilot_r1/perltqa/ckpt_22.jsonl
A4_WORTH_A_LOOK,1.81,analysis_code,0.74,0.68,hr-consolidation/audit_v52_t4c1/repro/04_strata_and_seeds.py
A4_WORTH_A_LOOK,1.81,producer_code,0.34,0.66,verify_top10/audit_v52_t4c1/repro/06_centering_hubness_probe.py
A4_WORTH_A_LOOK,1.8,result_data,0.7,0.66,residual8_pilot_r1/perltqa/ckpt_10.jsonl
A4_WORTH_A_LOOK,1.8,analysis_code,0.4,0.75,agent_out/coord-baseline/xiao_test.py
A4_WORTH_A_LOOK,1.8,producer_code,0.82,0.74,theory_benchmark_test_v1/lme/run_lme.py
A4_WORTH_A_LOOK,1.8,result_data,0.75,0.72,theory_benchmark_test_v1/locomo/ckpt/ci_5.json
A4_WORTH_A_LOOK,1.79,producer_code,0.75,0.67,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/quality.py
A4_WORTH_A_LOOK,1.79,result_data,0.38,0.68,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/diagnostics.json
A4_WORTH_A_LOOK,1.79,report,0.47,0.57,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round3/missing_analyses/m1_kill_null/missing1_kill_null.md
A4_WORTH_A_LOOK,1.79,result_data,0.58,0.65,drive/t4c3/V52_T4C3_rotation_seed_results.csv
A4_WORTH_A_LOOK,1.78,producer_code,0.59,0.58,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/memory_optimized.py
A4_WORTH_A_LOOK,1.78,result_data,0.71,0.74,parallel_ideas_r1/asymmetric/ckpt_lme_013.jsonl
A4_WORTH_A_LOOK,1.78,report,0.34,0.69,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/ROUND2_REPORT.md
A4_WORTH_A_LOOK,1.78,result_data,0.69,0.65,residual8_pilot_r1/perltqa/ckpt_20.jsonl
A4_WORTH_A_LOOK,1.78,producer_code,0.49,0.67,verify_top10/adapters/longmemeval_v52_adapter.py
A4_WORTH_A_LOOK,1.78,report,0.41,0.69,verify_top10/audit_v52_t4f0_codex_2026_08_31/corpus_audit_summary.json
A4_WORTH_A_LOOK,1.78,analysis_code,0.66,0.6,verify_top10/audit_v52_t4f0_codex_2026_08_31/derive_estimand_cohort.py
A4_WORTH_A_LOOK,1.78,analysis_code,0.57,0.59,verify_ok/audit_v52_t4c1/repro/01_structural_integrity.py
A4_WORTH_A_LOOK,1.78,result_data,0.78,0.73,theory_benchmark_test_v1/locomo/ckpt/ci_0.json
A4_WORTH_A_LOOK,1.77,config_or_meta,0.44,0.76,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/superseded_seed5101_diagnostic/build_selection.json
A4_WORTH_A_LOOK,1.77,report,0.57,0.75,incoming_20260916/Araştırma Değerlendirmesi-2026-09-16.md
A4_WORTH_A_LOOK,1.77,result_data,0.65,0.64,parallel_ideas_r1/asymmetric/ckpt_lme_043.jsonl
A4_WORTH_A_LOOK,1.77,producer_code,0.35,0.66,residual8_pilot_r1/oracle/oracle_test.py
A4_WORTH_A_LOOK,1.77,result_data,0.66,0.69,residual8_pilot_r1/perltqa/ckpt_05.jsonl
A4_WORTH_A_LOOK,1.77,result_data,0.49,0.49,verify_ok/audit_v52_t4f0_codex_2026_08_31/SCALE_FEASIBILITY.csv
A4_WORTH_A_LOOK,1.77,report,0.74,0.58,pilots/axis_attack_2026-09-12/round2/r2v_verification.md
A4_WORTH_A_LOOK,1.76,result_data,0.42,0.66,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/wsl_details/r2c_details.json
A4_WORTH_A_LOOK,1.76,result_data,0.66,0.67,residual8_pilot_r1/perltqa/ckpt_17.jsonl
A4_WORTH_A_LOOK,1.76,producer_code,0.44,0.66,hr-consolidation/adapters/longmemeval_v52_adapter.py
A4_WORTH_A_LOOK,1.76,result_data,0.6,0.73,agent_out/coord-baseline/xiao_test.json
A4_WORTH_A_LOOK,1.76,result_data,0.82,0.71,theory_benchmark_test_v1/lme/per_query.csv
A4_WORTH_A_LOOK,1.76,result_data,0.74,0.72,theory_benchmark_test_v1/perltqa/ckpt_04_He_Feng.jsonl
A4_WORTH_A_LOOK,1.76,analysis_code,0.41,0.54,math_discovery_2026_09_13/round2/allocation_optimality/checker.py
A4_WORTH_A_LOOK,1.75,producer_code,0.71,0.72,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/build_profile.py
A4_WORTH_A_LOOK,1.75,producer_code,0.6,0.56,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/memory_optimized.py
A4_WORTH_A_LOOK,1.75,result_data,0.63,0.62,regen/lme/items/0a995998.json
A4_WORTH_A_LOOK,1.75,result_data,0.68,0.66,residual8_pilot_r1/perltqa/ckpt_00.jsonl
A4_WORTH_A_LOOK,1.75,result_data,0.71,0.61,agent_out/f1-audit/evidence/three_way.json
A4_WORTH_A_LOOK,1.75,analysis_code,0.62,0.61,verify_ok/audit_v52_t4f0_codex_2026_08_31/derive_estimand_cohort.py
A4_WORTH_A_LOOK,1.75,result_data,0.77,0.71,theory_benchmark_test_v1/perltqa/ckpt_01_Cao_Lili.jsonl
A4_WORTH_A_LOOK,1.75,result_data,0.61,0.68,pilots/axis_attack_2026-09-12/round2/wsl_details/r2c_details.json
A4_WORTH_A_LOOK,1.74,result_data,0.5,0.53,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/question_taxonomy_counts.csv
A4_WORTH_A_LOOK,1.74,result_data,0.57,0.66,theory_benchmark_test_v1/audit_real_geometry/COORDINATOR_LME_WITNESS.json
A4_WORTH_A_LOOK,1.74,config_or_meta,0.64,0.67,theory_benchmark_test_v1/lme/PRE_RUN.json
A4_WORTH_A_LOOK,1.74,report,0.46,0.67,pilots/axis_attack_2026-09-12/round2/ROUND2_REPORT.md
A4_WORTH_A_LOOK,1.73,producer_code,0.7,0.7,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/build_profile.py
A4_WORTH_A_LOOK,1.73,result_data,0.66,0.71,parallel_ideas_r1/asymmetric/ckpt_lme_021.jsonl
A4_WORTH_A_LOOK,1.73,config_or_meta,0.61,0.49,regen/lme/code_certification_itq_query.json
A4_WORTH_A_LOOK,1.73,producer_code,0.38,0.69,residual8_pilot_r1/oracle/build_oracle.py
A4_WORTH_A_LOOK,1.73,result_data,0.67,0.68,residual8_pilot_r1/perltqa/ckpt_24.jsonl
A4_WORTH_A_LOOK,1.73,config_or_meta,0.64,0.61,theory_benchmark_test_v1/audit_real_geometry/selected_ids.json
A4_WORTH_A_LOOK,1.73,result_data,0.73,0.63,theory_benchmark_test_v1/lme/COORDINATOR_AGGREGATE.json
A4_WORTH_A_LOOK,1.73,result_data,0.76,0.71,theory_benchmark_test_v1/locomo/ckpt/ci_6.json
A4_WORTH_A_LOOK,1.73,result_data,0.51,0.69,drive/audit_layer/errors_conv_1.json
A4_WORTH_A_LOOK,1.72,config_or_meta,0.55,0.73,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/build_selection.json
A4_WORTH_A_LOOK,1.72,producer_code,0.77,0.67,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/quality.py
A4_WORTH_A_LOOK,1.72,result_data,0.68,0.68,residual8_pilot_r1/perltqa/ckpt_13.jsonl
A4_WORTH_A_LOOK,1.72,result_data,0.47,0.52,verify_top10/audit_v52_t4f0_codex_2026_08_31/SCALE_FEASIBILITY.csv
A4_WORTH_A_LOOK,1.72,result_data,0.75,0.73,theory_benchmark_test_v1/perltqa/ckpt_08_Liang_Xin.jsonl
A4_WORTH_A_LOOK,1.72,result_data,0.6,0.64,drive/t4c3/V52_T4C3_ITQ_HAAR_ENVELOPE.csv
A4_WORTH_A_LOOK,1.71,result_data,0.68,0.63,parallel_ideas_r1/asymmetric/ckpt_lme_004.jsonl
A4_WORTH_A_LOOK,1.71,result_data,0.64,0.67,parallel_ideas_r1/asymmetric/ckpt_lme_012.jsonl
A4_WORTH_A_LOOK,1.71,result_data,0.61,0.67,regen/lme/items/09ba9854.json
A4_WORTH_A_LOOK,1.71,result_data,0.77,0.69,theory_benchmark_test_v1/locomo/ckpt/ci_8.json
A4_WORTH_A_LOOK,1.71,analysis_code,0.23,0.44,math_discovery_2026_09_13/round2/sharp_bounds/check_independent.py
A4_WORTH_A_LOOK,1.7,result_data,0.64,0.72,parallel_ideas_r1/asymmetric/ckpt_lme_024.jsonl
A4_WORTH_A_LOOK,1.7,result_data,0.7,0.69,residual8_pilot_r1/perltqa/ckpt_29.jsonl
A4_WORTH_A_LOOK,1.7,report,0.63,0.65,pilots/axis_attack_2026-09-12/round2/r2d_design_review.md
A4_WORTH_A_LOOK,1.69,result_data,0.65,0.66,parallel_ideas_r1/asymmetric/ckpt_lme_022.jsonl
A4_WORTH_A_LOOK,1.69,result_data,0.6,0.71,regen/lme/code_certification_itq_query.jsonl
A4_WORTH_A_LOOK,1.69,result_data,0.53,0.61,regen/lme/items/078150f1.json
A4_WORTH_A_LOOK,1.69,report,0.35,0.56,residual8_pilot_r1/oracle/REVIEW.md
A4_WORTH_A_LOOK,1.69,result_data,0.58,0.64,agent_out/coord-baseline/locus_prereg.json
A4_WORTH_A_LOOK,1.69,result_data,0.74,0.72,theory_benchmark_test_v1/locomo/ckpt/ci_4.json
A4_WORTH_A_LOOK,1.69,result_data,0.71,0.65,theory_benchmark_test_v1/locomo/COORDINATOR_AGGREGATE.json
A4_WORTH_A_LOOK,1.69,producer_code,0.38,0.59,math_discovery_2026_09_13/round3/joint_gold_bounds/check_independent.py
A4_WORTH_A_LOOK,1.68,result_data,0.65,0.68,parallel_ideas_r1/asymmetric/ckpt_lme_014.jsonl
A4_WORTH_A_LOOK,1.68,result_data,0.62,0.65,parallel_ideas_r1/asymmetric/ckpt_lme_033.jsonl
A4_WORTH_A_LOOK,1.68,result_data,0.41,0.6,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/diagnostics2.json
A4_WORTH_A_LOOK,1.68,result_data,0.33,0.71,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/wsl_details/r2b_details.json
A4_WORTH_A_LOOK,1.68,result_data,0.64,0.67,residual8_pilot_r1/perltqa/ckpt_07.jsonl
A4_WORTH_A_LOOK,1.68,config_or_meta,0.31,0.57,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/CONFIGURATION_PROPOSAL.md
A4_WORTH_A_LOOK,1.67,config_or_meta,0.51,0.74,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/build_profile.json
A4_WORTH_A_LOOK,1.67,result_data,0.68,0.62,parallel_ideas_r1/asymmetric/ckpt_lme_001.jsonl
A4_WORTH_A_LOOK,1.67,result_data,0.68,0.69,residual8_pilot_r1/perltqa/ckpt_15.jsonl
A4_WORTH_A_LOOK,1.67,producer_code,0.43,0.67,verify_ok/adapters/longmemeval_v52_adapter.py
A4_WORTH_A_LOOK,1.67,analysis_code,0.54,0.73,pilots/axis_attack_2026-09-12/pilot_corrections.py
A4_WORTH_A_LOOK,1.66,config_or_meta,0.44,0.74,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/superseded_seed5101_diagnostic/build_selection.json
A4_WORTH_A_LOOK,1.66,result_data,0.63,0.66,residual8_pilot_r1/perltqa/ckpt_04.jsonl
A4_WORTH_A_LOOK,1.66,report,0.71,0.66,agent_out/f1-audit/COMPARISON.md
A4_WORTH_A_LOOK,1.66,result_data,0.72,0.5,agent_out/f1-audit/evidence/decisive_delta_source.json
A4_WORTH_A_LOOK,1.66,result_data,0.77,0.72,theory_benchmark_test_v1/locomo/ckpt/ci_1.json
A4_WORTH_A_LOOK,1.65,result_data,0.77,0.7,theory_benchmark_test_v1/perltqa/ckpt_00_Cai_Xiuying.jsonl
A4_WORTH_A_LOOK,1.65,result_data,0.73,0.7,theory_benchmark_test_v1/perltqa/ckpt_09_Lin_Wen.jsonl
A4_WORTH_A_LOOK,1.65,producer_code,0.38,0.71,pilots/axis_attack_2026-09-12/round3/muse_sessions/c2/c2.py
A4_WORTH_A_LOOK,1.64,result_data,0.66,0.62,parallel_ideas_r1/asymmetric/ckpt_lme_028.jsonl
A4_WORTH_A_LOOK,1.64,result_data,0.66,0.66,parallel_ideas_r1/asymmetric/ckpt_lme_037.jsonl
A4_WORTH_A_LOOK,1.64,report,0.47,0.69,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/corpus_audit_summary.json
A4_WORTH_A_LOOK,1.63,result_data,0.73,0.7,theory_benchmark_test_v1/perltqa/ckpt_13_Peng_Jie.jsonl
A4_WORTH_A_LOOK,1.63,result_data,0.45,0.56,drive/t4c3/V52_T4C3_block_gradient.csv
A4_WORTH_A_LOOK,1.61,analysis_code,0.68,0.65,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/final_checks.py
A4_WORTH_A_LOOK,1.61,result_data,0.68,0.56,parallel_ideas_r1/asymmetric/ckpt_lme_003.jsonl
A4_WORTH_A_LOOK,1.61,result_data,0.65,0.69,parallel_ideas_r1/asymmetric/ckpt_lme_026.jsonl
A4_WORTH_A_LOOK,1.61,result_data,0.65,0.69,parallel_ideas_r1/asymmetric/ckpt_lme_041.jsonl
A4_WORTH_A_LOOK,1.61,result_data,0.75,0.7,theory_benchmark_test_v1/perltqa/ckpt_10_Liu_Liang.jsonl
A4_WORTH_A_LOOK,1.61,result_data,0.41,0.39,math_discovery_2026_09_13/round3/joint_gold_bounds/coordinator_results.json
A4_WORTH_A_LOOK,1.6,producer_code,0.56,0.73,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/session_scripts/r2c_replicate.py
A4_WORTH_A_LOOK,1.6,producer_code,0.58,0.63,agent_out/axis-budget/axis_budget_core.py
A4_WORTH_A_LOOK,1.6,result_data,0.73,0.7,theory_benchmark_test_v1/perltqa/ckpt_06_Kong_Tingting.jsonl
A4_WORTH_A_LOOK,1.6,result_data,0.51,0.57,drive/t4c3/V52_T4C3_heterogeneity_quintiles.csv
A4_WORTH_A_LOOK,1.6,result_data,0.65,0.61,drive/t4c3/V52_T4C3_question_type.csv
A4_WORTH_A_LOOK,1.59,result_data,0.67,0.59,parallel_ideas_r1/asymmetric/ckpt_lme_002.jsonl
A4_WORTH_A_LOOK,1.59,result_data,0.56,0.66,regen/lme/items/001be529.json
A4_WORTH_A_LOOK,1.59,result_data,0.5,0.6,regen/lme/items/129d1232.json
A4_WORTH_A_LOOK,1.59,result_data,0.62,0.65,residual8_pilot_r1/perltqa/ckpt_27.jsonl
A4_WORTH_A_LOOK,1.59,result_data,0.72,0.67,residual8_pilot_r1/perltqa/ckpt_28.jsonl
A4_WORTH_A_LOOK,1.59,result_data,0.53,0.4,hr-consolidation/audit_v52_t4f0_restricted_refreeze_2026_08_31/gold_cardinality_distribution.csv
A4_WORTH_A_LOOK,1.59,result_data,0.75,0.73,theory_benchmark_test_v1/locomo/ckpt/ci_2.json
A4_WORTH_A_LOOK,1.59,result_data,0.75,0.69,theory_benchmark_test_v1/perltqa/ckpt_05_Huang_Xin.jsonl
A4_WORTH_A_LOOK,1.59,analysis_code,0.37,0.53,math_discovery_2026_09_13/sign_mechanism/check_conditional_transport.py
A4_WORTH_A_LOOK,1.58,config_or_meta,0.51,0.73,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/build_profile.json
A4_WORTH_A_LOOK,1.58,producer_code,0.46,0.74,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/session_scripts/r2b.py
A4_WORTH_A_LOOK,1.58,report,0.54,0.72,pilots/axis_attack_2026-09-12/round3/missing_analyses/m3_c2ablation/c2x_report.md
A4_WORTH_A_LOOK,1.57,analysis_code,0.71,0.63,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/final_checks.py
A4_WORTH_A_LOOK,1.57,result_data,0.63,0.62,parallel_ideas_r1/asymmetric/ckpt_lme_042.jsonl
A4_WORTH_A_LOOK,1.57,config_or_meta,0.35,0.68,scratch/lv/p1_copy_ns/task2/SOURCE_REFERENCES.json
A4_WORTH_A_LOOK,1.57,report,0.32,0.42,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/README_TR.md
A4_WORTH_A_LOOK,1.57,producer_code,0.67,0.73,verify_top10/adapters/longmemeval_v52_adapter_v2.py
A4_WORTH_A_LOOK,1.57,producer_code,0.41,0.74,pilots/axis_attack_2026-09-12/round2/session_scripts/r2b.py
A4_WORTH_A_LOOK,1.56,result_data,0.67,0.6,parallel_ideas_r1/asymmetric/ckpt_lme_009.jsonl
A4_WORTH_A_LOOK,1.56,result_data,0.69,0.55,parallel_ideas_r1/asymmetric/ckpt_lme_015.jsonl
A4_WORTH_A_LOOK,1.56,result_data,0.66,0.63,parallel_ideas_r1/asymmetric/ckpt_lme_034.jsonl
A4_WORTH_A_LOOK,1.56,analysis_code,0.56,0.58,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/derive_estimand_cohort.py
A4_WORTH_A_LOOK,1.56,config_or_meta,0.6,0.69,verify_ok/audit_v52_t4f0_restricted_refreeze_2026_08_31/PAYLOAD_HASHES.json
A4_WORTH_A_LOOK,1.55,result_data,0.67,0.66,residual8_pilot_r1/perltqa/ckpt_14.jsonl
A4_WORTH_A_LOOK,1.55,report,0.49,0.63,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/V52_T4F0_CODEX_INDEPENDENT_AUDIT_REPORT.md
A4_WORTH_A_LOOK,1.55,config_or_meta,0.59,0.69,verify_top10/audit_v52_t4f0_restricted_refreeze_2026_08_31/PAYLOAD_HASHES.json
A4_WORTH_A_LOOK,1.55,result_data,0.55,0.53,verify_ok/audit_v52_t4f0_codex_2026_08_31/question_taxonomy_counts.csv
A4_WORTH_A_LOOK,1.55,report,0.46,0.61,verify_ok/audit_v52_t4f0_codex_2026_08_31/V52_T4F0_CODEX_INDEPENDENT_AUDIT_REPORT.md
A4_WORTH_A_LOOK,1.55,result_data,0.55,0.4,verify_ok/audit_v52_t4f0_restricted_refreeze_2026_08_31/gold_cardinality_distribution.csv
A4_WORTH_A_LOOK,1.55,analysis_code,0.45,0.67,pilots/axis_attack_2026-09-12/round2/verify_round2.py
A4_WORTH_A_LOOK,1.54,config_or_meta,0.65,0.66,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/input_array_inventory.json
A4_WORTH_A_LOOK,1.54,result_data,0.63,0.6,parallel_ideas_r1/asymmetric/ckpt_lme_038.jsonl
A4_WORTH_A_LOOK,1.54,result_data,0.74,0.71,theory_benchmark_test_v1/perltqa/ckpt_07_Li_Hua.jsonl
A4_WORTH_A_LOOK,1.54,report,0.61,0.64,reports/muse_locomo_reval_2026-09-12.md
A4_WORTH_A_LOOK,1.53,analysis_code,0.63,0.63,incoming_20260916/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/review_saved_package.py
A4_WORTH_A_LOOK,1.53,result_data,0.66,0.63,parallel_ideas_r1/asymmetric/ckpt_lme_000.jsonl
A4_WORTH_A_LOOK,1.53,result_data,0.67,0.57,parallel_ideas_r1/asymmetric/ckpt_lme_040.jsonl
A4_WORTH_A_LOOK,1.53,result_data,0.53,0.65,regen/lme/items/157a136e.json
A4_WORTH_A_LOOK,1.53,report,0.45,0.71,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/00_READ_ME_FIRST.md
A4_WORTH_A_LOOK,1.53,analysis_code,0.49,0.72,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/pilot_corrections.py
A4_WORTH_A_LOOK,1.53,producer_code,0.67,0.74,hr-consolidation/adapters/longmemeval_v52_adapter_v2.py
A4_WORTH_A_LOOK,1.53,log_or_scratch,0.16,0.58,scratch/lv/lv_p1.py
A4_WORTH_A_LOOK,1.53,producer_code,0.53,0.75,pilots/axis_attack_2026-09-12/round2/session_scripts/r2a.py
A4_WORTH_A_LOOK,1.53,result_data,0.24,0.6,math_discovery_2026_09_13/round2/sharp_bounds/coordinator_results.json
A4_WORTH_A_LOOK,1.53,result_data,0.38,0.54,math_discovery_2026_09_13/sign_mechanism/conditional_transport_results.json
A4_WORTH_A_LOOK,1.52,result_data,0.62,0.58,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/latency_single_sweep.csv
A4_WORTH_A_LOOK,1.52,result_data,0.61,0.65,parallel_ideas_r1/asymmetric/ckpt_lme_005.jsonl
A4_WORTH_A_LOOK,1.52,result_data,0.48,0.59,regen/lme/items/01493427.json
A4_WORTH_A_LOOK,1.52,result_data,0.52,0.6,regen/lme/items/0bc8ad93.json
A4_WORTH_A_LOOK,1.52,analysis_code,0.25,0.59,reports/scripts/lv_p1.py
A4_WORTH_A_LOOK,1.51,config_or_meta,0.68,0.69,incoming_20260916b/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/package_crosschecks.json
A4_WORTH_A_LOOK,1.51,config_or_meta,0.67,0.7,incoming_20260916/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/package_crosschecks.json
A4_WORTH_A_LOOK,1.51,result_data,0.64,0.57,parallel_ideas_r1/asymmetric/ckpt_lme_011.jsonl
A4_WORTH_A_LOOK,1.51,result_data,0.67,0.52,parallel_ideas_r1/asymmetric/ckpt_lme_017.jsonl
A4_WORTH_A_LOOK,1.51,result_data,0.65,0.63,parallel_ideas_r1/asymmetric/ckpt_lme_035.jsonl
A4_WORTH_A_LOOK,1.51,result_data,0.54,0.66,regen/lme/items/099778bb.json
A4_WORTH_A_LOOK,1.51,result_data,0.67,0.66,residual8_pilot_r1/perltqa/ckpt_03.jsonl
A4_WORTH_A_LOOK,1.51,result_data,0.57,0.52,verify_top10/audit_v52_t4f0_codex_2026_08_31/question_taxonomy_counts.csv
A4_WORTH_A_LOOK,1.5,result_data,0.6,0.63,parallel_ideas_r1/asymmetric/ckpt_lme_039.jsonl
