question_id,question_type,N_archive,gold_count,reuse_count,reuse_tertile,archive_quartile,gold_stratum,float96_uncentered_any_r3,float96_uncentered_all_r3,float96_uncentered_fractional_r3,float96_centered_any_r3,float96_centered_all_r3,float96_centered_fractional_r3,sign96_centered_any_r3,sign96_centered_all_r3,sign96_centered_fractional_r3,itq96_centered_any_r3,itq96_centered_all_r3,itq96_centered_fractional_r3,sign_minus_centered_float_fractional_pp,centered_minus_uncentered_float_fractional_pp
65240037,single-session-assistant,489,1,22,high,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0
6613b389,temporal-reasoning,452,2,12,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.45,0.0,0.225,20.0,0.0
66f24dbb,single-session-user,507,1,24,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67e0d0f2,multi-session,510,2,20,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,0.0,0.3,0.0,0.0
681a1674,multi-session,476,2,13,low,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.17,0.0,0.085,50.0,0.0
69fee5aa,knowledge-update,483,2,18,medium,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,0.0,0.5,-40.0,0.0
6a1eabeb,knowledge-update,413,2,18,medium,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0
6a27ffc2,knowledge-update,493,2,22,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.2,0.6,50.0,0.0
6ade9755,single-session-user,513,1,16,medium,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.37,0.0,0.0
6ae235be,single-session-assistant,454,1,14,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.0
6aeb4375,knowledge-update,468,2,16,medium,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.96,0.0,0.0
6b168ec8,single-session-user,482,1,23,high,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
6b7dfb22,single-session-preference,471,1,14,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6c49646a,multi-session,429,2,14,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.69,0.0,0.345,50.0,0.0
6cb6f249,multi-session,470,2,18,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,50.0,0.0
6d550036,multi-session,505,4,12,low,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6e984301,temporal-reasoning,513,2,19,high,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.42,0.0,0.21,50.0,0.0
6e984302,temporal-reasoning,460,1,14,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
6f9b354f,single-session-user,500,1,20,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
7024f17c,multi-session,483,2,17,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70b3e69b,single-session-assistant,495,1,10,low,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.0,0.0
71017276,temporal-reasoning,614,1,18,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.12,0.12,0.0,0.0
71017277,temporal-reasoning,493,1,12,low,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71315a70,knowledge-update,514,2,18,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.65,0.825,1.0,0.0,0.5,32.49999999999999,0.0
7161e7e2,single-session-assistant,550,1,13,low,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.36,0.36,0.36,100.0,0.0
71a3fd6b,single-session-assistant,439,1,14,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.86,0.86,0.0,0.0
720133ac,multi-session,466,2,13,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.15,0.0,0.075,50.0,0.0
726462e0,single-session-user,501,1,17,medium,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.0
72e3ee87,knowledge-update,496,2,17,medium,Q3,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.77,0.0,0.0
73d42213,multi-session,516,2,21,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.32,0.0,0.16,50.0,0.0
7401057b,knowledge-update,446,2,22,high,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
7405e8b1,multi-session,469,2,16,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,50.0,0.0
7527f7e2,single-session-user,490,1,18,medium,Q2,one-gold,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,-100.0
75499fd8,single-session-user,491,1,23,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.4,0.4,-100.0,0.0
75832dbd,single-session-preference,474,1,18,medium,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.0,0.0
75f70248,single-session-preference,466,1,14,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.46,0.46,0.46,-100.0,0.0
76d63226,single-session-user,489,1,17,medium,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34,0.34,0.34,100.0,0.0
778164c6,single-session-assistant,542,1,14,low,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.0
77eafa52,multi-session,527,2,20,high,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.8,0.0,0.4,0.0,0.0
7a87bd0c,knowledge-update,506,2,16,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,50.0,0.0
7a8d0b71,single-session-assistant,489,1,9,low,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7e00a6cb,single-session-assistant,564,1,27,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7e974930,knowledge-update,502,2,19,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,50.0,0.0
8077ef71,temporal-reasoning,554,1,24,high,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80ec1f4f,multi-session,487,2,18,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81507db6,multi-session,510,3,18,medium,Q3,multi-gold,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,1.0,0.12,0.7066666666666666,0.0,0.0
830ce83f,knowledge-update,511,3,21,high,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333333333333326,0.1,0.0,0.03333333333333333,33.33333333333333,0.0
8464fc84,single-session-assistant,484,1,17,medium,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.0,0.0
852ce960,knowledge-update,396,2,14,low,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.0,0.0
853b0a1d,single-session-user,512,1,22,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0
8550ddae,single-session-user,453,1,11,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.0
85fa3a3f,multi-session,493,3,13,low,Q3,multi-gold,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,1.0,0.0,0.5233333333333333,0.0,0.0
86b68151,single-session-user,485,1,21,high,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
86f00804,single-session-user,503,1,16,medium,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0
8752c811,single-session-assistant,493,1,18,medium,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
87f22b4a,multi-session,474,2,16,medium,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.45,0.725,1.0,0.2,0.6,22.499999999999996,0.0
88432d0a,multi-session,479,4,17,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89527b6b,single-session-assistant,467,1,13,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8979f9ec,multi-session,469,2,13,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.55,0.775,0.84,0.0,0.42,27.500000000000004,0.0
89941a93,knowledge-update,528,2,16,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.8,0.1,0.45,0.0,0.0
89941a94,knowledge-update,523,2,20,high,Q4,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,0.64,0.0,0.0
8a137a7f,single-session-user,512,1,16,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0
8a2466db,single-session-preference,508,1,22,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.36,0.0,0.0
8aef76bc,single-session-assistant,492,1,12,low,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8b9d4367,single-session-assistant,537,1,18,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,0.98,0.0,0.0
8c18457d,temporal-reasoning,434,3,13,low,Q1,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,0.8,0.0,0.4666666666666666,0.0,33.33333333333333
8cf4d046,multi-session,468,2,16,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6,0.0,0.3,50.0,0.0
8cf51dda,single-session-assistant,454,1,17,medium,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8e91e7d9,multi-session,498,2,19,high,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e9d538c,single-session-user,486,2,17,medium,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.76,0.0,0.38,50.0,0.0
8ebdbe50,single-session-user,487,1,22,high,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.2,0.2,100.0,0.0
8fb83627,knowledge-update,485,3,13,low,Q2,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,0.61,0.0,0.2033333333333333,0.0,0.0
91b15a6e,multi-session,489,2,18,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.37,0.0,0.0
92a0aa75,multi-session,455,2,17,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945e3d21,knowledge-update,489,2,24,high,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.56,0.0,0.28,50.0,0.0
94f70d80,single-session-user,510,1,22,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,0.36,0.36,0.0,0.0
95228167,single-session-preference,507,1,15,low,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95bcc1c8,single-session-user,487,1,21,high,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
982b5123,temporal-reasoning,473,2,21,high,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.0,0.0
993da5e2,temporal-reasoning,486,2,15,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.2,0.6,0.0,0.0
9a707b81,temporal-reasoning,530,2,17,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.8,0.0,0.4,50.0,0.0
9a707b82,temporal-reasoning,532,1,16,medium,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9aaed6a3,multi-session,541,2,17,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,0.0,0.3,0.0,0.0
9bbe84a2,knowledge-update,459,2,12,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.46,0.0,0.23,0.0,0.0
9d25d4e0,multi-session,493,5,13,low,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ea5eabc,knowledge-update,537,2,17,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.2,0.0,0.1,0.0,0.0
9ee3ecd6,multi-session,476,2,17,medium,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
a06e4cfe,single-session-user,534,1,20,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.8,0.8,0.8,-65.0,0.0
a08a253f,multi-session,560,2,17,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.83,0.0,0.415,0.0,0.0
a11281a2,multi-session,457,2,17,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
a1cc6108,multi-session,492,2,12,low,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.3,-50.0,0.0
a1eacc2a,knowledge-update,474,2,8,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.2,0.6,50.0,0.0
a2f3aa27,knowledge-update,448,2,11,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.14,0.0,0.07,50.0,0.0
a3045048,temporal-reasoning,584,2,23,high,Q4,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.775,1.0,0.8,0.9,-22.499999999999996,0.0
a3332713,multi-session,467,2,13,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0
a346bb18,multi-session,478,2,13,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.58,0.0,0.29,0.0,0.0
a3838d2b,temporal-reasoning,484,6,16,medium,Q2,multi-gold,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,0.64,0.0,0.10666666666666666,0.0,0.0
a40e080f,single-session-assistant,529,1,15,low,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.94,0.94,0.94,-80.0,0.0
a4996e51,multi-session,512,2,17,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,0.0,0.3,0.0,0.0
a82c026e,single-session-user,476,1,10,low,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.95,0.95,0.0,0.0
a89d7624,single-session-preference,496,2,18,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a96c20ee,multi-session,489,2,18,medium,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63,0.2,0.415,0.0,0.0
a9f6b44c,multi-session,476,4,13,low,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.39,0.0,0.0975,25.0,0.0
aae3761f,multi-session,485,3,15,low,Q2,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.6666666666666665,1.0,0.0,0.4,33.33333333333333,0.0
ac031881,single-session-assistant,529,1,15,low,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.0
ad7109d1,single-session-user,466,1,19,high,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
af082822,temporal-reasoning,495,1,13,low,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
af8d2e46,single-session-user,495,1,13,low,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.0,0.0
afdc33df,single-session-preference,502,3,17,medium,Q3,multi-gold,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,1.0,0.0,0.33333333333333326,0.69,0.07,0.4533333333333333,-33.33333333333333,0.0
affe2881,knowledge-update,484,2,14,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.4,0.0,0.2,0.0,0.0
b01defab,knowledge-update,503,2,16,medium,Q3,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,1.0,0.43,0.715,-19.999999999999996,0.0
b0479f84,single-session-preference,502,1,17,medium,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
b29f3365,temporal-reasoning,494,2,20,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,0.0,0.3,0.0,0.0
b320f3f8,single-session-user,463,1,19,high,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.6,0.6,100.0,0.0
b3c15d39,multi-session,502,2,19,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,-50.0,0.0
b46e15ed,temporal-reasoning,478,5,14,low,Q2,multi-gold,1.0,0.0,0.4,1.0,0.0,0.4,1.0,0.0,0.2,0.97,0.0,0.21600000000000003,-20.0,0.0
b46e15ee,temporal-reasoning,457,1,16,medium,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
b5ef892d,multi-session,516,2,12,low,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.66,0.2,0.43,0.0,0.0
b6019101,knowledge-update,510,2,17,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.64,0.0,0.32,0.0,0.0
b6025781,single-session-preference,460,1,18,medium,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
b759caee,single-session-assistant,516,1,18,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.67,0.67,0.0,0.0
b86304ba,single-session-user,456,1,9,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.29,0.29,0.29,100.0,0.0
b9cfe692,temporal-reasoning,492,2,19,high,Q3,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.8,0.9,-50.0,0.0
ba358f49,multi-session,409,2,19,high,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.4,0.7,-50.0,0.0
ba61f0b9,knowledge-update,454,2,17,medium,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.8,0.0,0.4,-50.0,0.0
bb7c3b45,multi-session,495,2,16,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.0,0.2,100.0,0.0
bbf86515,temporal-reasoning,487,2,17,medium,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.8,0.0,0.4,0.0,0.0
bc149d6b,multi-session,467,2,18,medium,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
bc8a6e93,single-session-user,537,1,19,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
bcbe585f,temporal-reasoning,453,1,16,medium,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
bf659f65,multi-session,516,3,23,high,Q4,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,0.35,0.0,0.11666666666666665,0.0,0.0
c14c00dd,single-session-user,492,1,26,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c18a7dc8,multi-session,509,2,18,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c19f7a0b,single-session-user,478,1,17,medium,Q2,one-gold,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,100.0
c2ac3c61,multi-session,528,2,20,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.4,0.0,0.2,50.0,0.0
c4a1ceb8,multi-session,488,4,16,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,25.0,0.0
c4ea545c,knowledge-update,490,2,17,medium,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.49,0.0,0.245,-100.0,0.0
c4f10528,single-session-assistant,485,1,9,low,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c5e8278d,single-session-user,469,1,14,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.0,0.0
c6853660,knowledge-update,477,2,13,low,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,50.0,0.0
c7cf7dfd,single-session-assistant,520,1,21,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.0,0.0
c7dc5443,knowledge-update,478,2,18,medium,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.69,0.4,0.545,-50.0,0.0
c8090214,temporal-reasoning,459,2,17,medium,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.35,0.675,-50.0,0.0
c8c3f81d,single-session-user,487,1,21,high,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
c8f1aeed,single-session-assistant,504,1,24,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
c960da58,single-session-user,504,1,20,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-100.0,0.0
c9f37c46,temporal-reasoning,511,2,19,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,50.0,0.0
caf03d32,single-session-preference,493,2,21,high,Q3,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63,0.815,0.0,0.0
caf9ead2,single-session-user,466,1,13,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.4,0.4,100.0,0.0
cc06de0d,multi-session,462,2,17,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.38,0.0,0.19,50.0,0.0
cc539528,single-session-assistant,496,1,21,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.26,0.26,0.0,0.0
cc5ded98,knowledge-update,493,2,16,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.89,0.2,0.545,0.0,0.0
cc6d1ec1,temporal-reasoning,457,2,11,low,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.775,1.0,1.0,1.0,-22.499999999999996,0.0
ccb36322,single-session-user,471,1,23,high,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.39,0.0,0.0
ce6d2d27,knowledge-update,521,2,18,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
