conv_id,question_id,category,gold_count,sign_fractional_R3,centered_cosine_fractional_R3,sign_hard_negative_margin_bits,centered_cosine_hard_negative_margin,sign_beats_cosine
locomo_2,locomo_2_qa77,4,1,0.0,0.0,-8.0,-0.6502305556748835,0
locomo_2,locomo_2_qa78,4,1,1.0,1.0,7.0,0.18841298985046717,0
locomo_2,locomo_2_qa79,4,1,0.0,0.0,-11.0,-0.15798609461082536,0
locomo_2,locomo_2_qa80,4,1,0.0,0.0,-20.0,-0.36283590786994274,0
locomo_2,locomo_2_qa81,4,1,0.0,0.0,-4.0,-0.5242187275616724,0
locomo_2,locomo_2_qa82,4,1,0.0,0.0,-14.0,-0.8202654509363778,0
locomo_2,locomo_2_qa83,4,1,0.0,0.0,-18.0,-0.45080392571357425,0
locomo_2,locomo_2_qa84,4,1,0.0,0.0,-4.0,-0.445190537068346,0
locomo_2,locomo_2_qa85,4,1,0.0,0.0,-8.0,-0.3229362382891154,0
locomo_2,locomo_2_qa86,4,1,0.0,0.0,-6.0,-0.7624532090037409,0
locomo_2,locomo_2_qa87,4,1,0.0,0.0,-33.0,-0.7211493018938656,0
locomo_2,locomo_2_qa88,4,1,0.0,0.0,-19.0,-0.047465960424069975,0
locomo_2,locomo_2_qa89,4,1,1.0,0.0,0.0,-0.5407586410592429,1
locomo_2,locomo_2_qa90,4,1,0.0,0.0,-20.0,-0.33400487329628215,0
locomo_2,locomo_2_qa91,2,1,0.0,0.0,-21.0,-0.9509047024230463,0
locomo_2,locomo_2_qa92,4,1,0.0,0.0,-23.0,-0.48071382589144385,0
locomo_2,locomo_2_qa93,4,1,0.0,0.0,-8.0,-0.5809660197583761,0
locomo_2,locomo_2_qa94,4,1,0.0,0.0,-21.0,-0.7809121615309813,0
locomo_2,locomo_2_qa95,4,1,0.0,0.0,-18.0,-0.7325698279658548,0
locomo_2,locomo_2_qa96,4,1,1.0,1.0,4.0,-0.05862637212137389,0
locomo_2,locomo_2_qa97,4,1,1.0,0.0,4.0,-0.4112879986592687,1
locomo_2,locomo_2_qa98,4,1,0.0,0.0,-9.0,-0.7357307074904725,0
locomo_2,locomo_2_qa99,4,1,0.05,0.0,-4.0,-0.4534080966476812,1
locomo_2,locomo_2_qa100,4,1,0.0,0.0,-10.0,-0.4374663903721827,0
locomo_2,locomo_2_qa101,4,1,1.0,0.0,-2.0,-0.22589151556174847,1
locomo_2,locomo_2_qa102,4,1,1.0,0.0,1.0,-0.11647103020235511,1
locomo_2,locomo_2_qa103,4,1,0.0,1.0,-9.0,0.026171454014702222,0
locomo_2,locomo_2_qa104,4,1,1.0,1.0,6.0,0.09513664124672805,0
locomo_2,locomo_2_qa105,4,1,0.0,0.0,-25.0,-0.5587377873815285,0
locomo_2,locomo_2_qa106,4,1,1.0,1.0,2.0,0.2008143866595783,0
locomo_2,locomo_2_qa107,4,1,0.0,0.0,-17.0,-0.8262632260659498,0
locomo_2,locomo_2_qa108,4,1,0.0,0.0,-11.0,-0.11914370568926991,0
locomo_2,locomo_2_qa109,4,1,0.0,0.0,-5.0,-0.1839380976261326,0
locomo_2,locomo_2_qa110,4,1,0.0,0.0,-12.0,-0.5324199527004758,0
locomo_2,locomo_2_qa111,4,1,1.0,1.0,3.0,0.04521032176891704,0
locomo_2,locomo_2_qa112,4,1,0.0,0.0,-17.0,-0.9257353003634661,0
locomo_2,locomo_2_qa113,4,1,1.0,0.0,-3.0,-0.083670500319877,1
locomo_2,locomo_2_qa114,4,1,0.6,0.0,-1.0,-0.2898466097122729,1
locomo_2,locomo_2_qa115,4,1,0.0,0.0,-10.0,-0.2104844660354106,0
locomo_2,locomo_2_qa116,4,2,0.0,0.0,-10.0,-0.5072987231251063,0
locomo_2,locomo_2_qa117,4,1,1.0,0.0,-2.0,-0.2026693428285825,1
locomo_2,locomo_2_qa118,4,1,0.0,0.0,-21.0,-0.43058060587701846,0
locomo_2,locomo_2_qa119,4,1,0.0,0.0,-25.0,-0.6301637890725812,0
locomo_2,locomo_2_qa120,4,1,0.65,1.0,-5.0,0.11270898658644912,0
locomo_2,locomo_2_qa121,4,1,0.0,0.0,-3.0,-0.6605751813979186,0
locomo_2,locomo_2_qa122,4,1,0.0,0.0,-14.0,-0.208504423388083,0
locomo_2,locomo_2_qa123,4,1,0.0,0.0,-19.0,-0.7539501990761129,0
locomo_2,locomo_2_qa124,4,1,0.0,0.0,-19.0,-0.29638963457039963,0
locomo_2,locomo_2_qa125,4,1,0.0,0.0,-14.0,-0.5441673560085475,0
locomo_2,locomo_2_qa126,4,1,1.0,0.0,0.0,-0.5472694502786986,1
locomo_2,locomo_2_qa127,4,1,0.0,0.0,-7.0,-0.3520600654030918,0
locomo_2,locomo_2_qa128,4,1,0.0,0.0,-1.0,-0.44991145541682787,0
locomo_2,locomo_2_qa129,4,1,0.0,0.0,-6.0,-0.17763613676169576,0
locomo_2,locomo_2_qa130,4,1,0.0,0.0,-16.0,-0.422650082934278,0
locomo_2,locomo_2_qa131,4,1,0.0,0.0,-23.0,-0.5639807387607665,0
locomo_2,locomo_2_qa132,4,1,0.0,0.0,-15.0,-0.3166189845623193,0
locomo_2,locomo_2_qa133,4,1,0.0,0.0,-4.0,-0.5436061168264982,0
locomo_2,locomo_2_qa134,4,1,0.0,0.0,-15.0,-0.7679236944876857,0
locomo_2,locomo_2_qa135,4,1,1.0,1.0,7.0,0.17099788728858156,0
locomo_2,locomo_2_qa136,4,1,0.0,0.0,-10.0,-0.16452063410257456,0
locomo_2,locomo_2_qa137,4,1,1.0,0.0,-6.0,-0.23651648091843164,1
locomo_2,locomo_2_qa138,4,1,1.0,0.0,-1.0,-0.31091419779540913,1
locomo_2,locomo_2_qa139,4,1,0.0,0.0,-8.0,-0.3257831716078651,0
locomo_2,locomo_2_qa140,4,1,0.0,0.0,-7.0,-0.2350625384297247,0
locomo_2,locomo_2_qa141,4,1,1.0,1.0,-2.0,-0.04277686818101223,0
locomo_2,locomo_2_qa142,4,1,0.0,0.0,-8.0,-0.26751995138726437,0
locomo_2,locomo_2_qa143,4,1,1.0,0.0,0.0,-0.20876039797794127,1
locomo_2,locomo_2_qa144,4,1,0.0,0.0,-11.0,-0.4399330405131804,0
locomo_2,locomo_2_qa145,4,1,0.0,1.0,-13.0,-0.1557796210156016,0
locomo_2,locomo_2_qa146,4,1,1.0,1.0,8.0,0.22887418702989454,0
locomo_2,locomo_2_qa147,4,1,0.0,0.0,-25.0,-0.6156881915307525,0
locomo_2,locomo_2_qa148,4,1,0.0,0.0,-16.0,-0.4712215055760477,0
locomo_2,locomo_2_qa149,4,1,0.0,0.0,-18.0,-0.7368665874266562,0
locomo_2,locomo_2_qa150,4,1,0.0,0.0,-17.0,-0.782864244327389,0
locomo_2,locomo_2_qa151,4,1,0.0,0.0,-7.0,-0.5551815510947463,0
locomo_3,locomo_3_qa0,3,1,0.0,0.0,-28.0,-0.6613702280863726,0
locomo_3,locomo_3_qa1,1,7,0.04285714285714285,0.0,-5.0,-0.2650217495932503,1
locomo_3,locomo_3_qa2,2,1,0.0,0.0,-8.0,-0.6666264806276396,0
locomo_3,locomo_3_qa3,2,1,1.0,1.0,-2.0,-0.06906487681457651,0
locomo_3,locomo_3_qa4,3,2,0.0,0.5,-10.0,-0.12184753050811492,0
locomo_3,locomo_3_qa5,1,2,0.0,0.0,-14.0,-0.42196297682332806,0
locomo_3,locomo_3_qa6,2,1,0.0,0.0,-21.0,-0.3810108892477258,0
locomo_3,locomo_3_qa7,2,1,0.0,0.0,-11.0,-0.43222813795672055,0
locomo_3,locomo_3_qa8,2,1,0.0,0.0,-15.0,-0.6691876173517551,0
locomo_3,locomo_3_qa9,2,1,0.0,0.0,-19.0,-0.7441680730467062,0
locomo_3,locomo_3_qa10,1,2,1.0,1.0,10.0,0.14910147331048063,0
locomo_3,locomo_3_qa11,1,3,0.33333333333333326,0.33333333333333326,3.0,0.12010860271354062,0
locomo_3,locomo_3_qa12,3,2,0.5,0.0,-6.0,-0.20724473618954975,1
locomo_3,locomo_3_qa13,2,1,1.0,0.0,-7.0,-0.27274551218185017,1
locomo_3,locomo_3_qa14,3,1,0.0,0.0,-9.0,-0.4703360543781261,0
locomo_3,locomo_3_qa15,2,1,1.0,0.0,1.0,-0.2854528184730637,1
locomo_3,locomo_3_qa16,2,2,0.5,0.0,3.0,-0.4702497312382706,1
locomo_3,locomo_3_qa17,2,1,0.0,0.0,-20.0,-0.46723825879319963,0
locomo_3,locomo_3_qa18,2,1,0.0,0.0,-15.0,-0.8005928319803871,0
locomo_3,locomo_3_qa19,1,2,0.5,0.0,0.0,-0.1070878376667973,1
locomo_3,locomo_3_qa20,2,1,0.0,0.0,-19.0,-0.8378384438824376,0
locomo_3,locomo_3_qa21,2,1,1.0,1.0,2.0,0.12735790963425359,0
locomo_3,locomo_3_qa22,2,2,0.0,0.0,-19.0,-0.49889028649512307,0
locomo_3,locomo_3_qa23,1,5,0.5999999999999999,0.20000000000000004,6.0,0.09777931366133419,1
locomo_3,locomo_3_qa24,2,1,1.0,1.0,4.0,0.10583294631242901,0
locomo_3,locomo_3_qa25,2,1,0.0,0.0,-20.0,-0.5554407372746147,0
locomo_3,locomo_3_qa26,2,1,0.0,0.0,-20.0,-0.9064826536540311,0
locomo_3,locomo_3_qa27,1,2,0.0,0.0,-14.0,-0.39420875348572787,0
locomo_3,locomo_3_qa28,2,1,1.0,0.0,-1.0,-0.08247281466665474,1
locomo_3,locomo_3_qa29,2,1,1.0,0.0,2.0,-0.3602925072432848,1
locomo_3,locomo_3_qa30,1,4,0.25,0.0,1.0,-0.1856660496623188,1
locomo_3,locomo_3_qa31,2,1,0.0,0.0,-6.0,-0.10447409452310208,0
locomo_3,locomo_3_qa32,2,1,0.0,0.0,-18.0,-0.8157758615175674,0
locomo_3,locomo_3_qa33,2,1,0.0,0.0,-6.0,-0.5919152810830713,0
locomo_3,locomo_3_qa34,1,4,0.0,0.0,-6.0,-0.24603138391100848,0
locomo_3,locomo_3_qa35,2,1,0.0,1.0,-4.0,0.09281305030373121,0
locomo_3,locomo_3_qa36,2,1,1.0,1.0,3.0,-0.0679224868014377,0
locomo_3,locomo_3_qa37,2,1,0.0,0.0,-4.0,-0.08713856308225987,0
locomo_3,locomo_3_qa38,2,1,0.0,0.0,-2.0,-0.13735288534486628,0
locomo_3,locomo_3_qa39,2,1,0.0,0.0,-11.0,-0.8985084921037655,0
locomo_3,locomo_3_qa40,2,1,0.0,0.0,-6.0,-0.5703706696584314,0
locomo_3,locomo_3_qa41,2,1,0.0,0.0,-3.0,-0.2810842756411847,0
locomo_3,locomo_3_qa42,1,3,0.0,0.0,-18.0,-0.5311929711456111,0
locomo_3,locomo_3_qa43,2,2,0.0,0.0,-4.0,-0.2017921595569066,0
locomo_3,locomo_3_qa44,2,1,1.0,1.0,-3.0,-0.07408747679967398,0
locomo_3,locomo_3_qa45,2,1,0.0,0.0,-14.0,-0.19343752982992973,0
locomo_3,locomo_3_qa46,1,2,0.5,0.5,0.0,0.08445154990592307,0
locomo_3,locomo_3_qa47,1,2,0.5,0.0,2.0,-0.0747693980444829,1
locomo_3,locomo_3_qa48,2,1,1.0,0.0,0.0,-0.2527753442156081,1
locomo_3,locomo_3_qa49,1,2,0.5,0.5,2.0,-0.1169182748699441,0
locomo_3,locomo_3_qa50,1,3,0.33333333333333326,0.0,-5.0,-0.13104954348549624,1
locomo_3,locomo_3_qa51,1,2,0.0,0.0,-11.0,-0.7509320475250629,0
locomo_3,locomo_3_qa52,1,3,0.0,0.0,-5.0,-0.15920701369161128,0
locomo_3,locomo_3_qa53,1,2,0.5,0.5,6.0,0.02720239555806936,0
locomo_3,locomo_3_qa54,2,1,1.0,0.0,-3.0,-0.2279993600668363,1
locomo_3,locomo_3_qa55,1,6,0.0,0.0,-2.0,-0.17763215196835325,0
locomo_3,locomo_3_qa56,1,2,0.0,0.0,-19.0,-0.5488158635144643,0
locomo_3,locomo_3_qa57,2,1,0.0,0.0,-21.0,-0.7316935828609583,0
locomo_3,locomo_3_qa58,1,7,0.0,0.0,-10.0,-0.30275917920100487,0
locomo_3,locomo_3_qa59,1,2,0.0,0.0,-16.0,-0.39358519577064593,0
locomo_3,locomo_3_qa60,3,1,0.0,0.0,-21.0,-0.6535463818603391,0
locomo_3,locomo_3_qa61,1,3,0.33333333333333326,0.33333333333333326,0.0,0.11429674892451658,0
locomo_3,locomo_3_qa62,1,2,0.0,0.0,-9.0,-0.6014438356816221,0
locomo_3,locomo_3_qa63,1,5,0.0,0.0,-17.0,-0.35401614978915713,0
locomo_3,locomo_3_qa64,2,1,0.0,0.0,-12.0,-0.45387165705065874,0
locomo_3,locomo_3_qa65,2,1,0.0,0.0,-16.0,-0.7517516655128164,0
locomo_3,locomo_3_qa66,3,3,0.0,0.0,-20.0,-0.36894250486740465,0
locomo_3,locomo_3_qa67,1,4,0.0,0.0,-17.0,-0.34583391125922275,0
locomo_3,locomo_3_qa68,3,5,0.0,0.0,-3.0,-0.4952689580626869,0
locomo_3,locomo_3_qa69,1,3,0.0,0.0,-12.0,-0.25056307032777514,0
locomo_3,locomo_3_qa70,1,3,0.0,0.0,-12.0,-0.17308881023582723,0
locomo_3,locomo_3_qa71,1,2,0.5,0.0,-2.0,-0.20987255746165873,1
locomo_3,locomo_3_qa72,2,1,0.0,0.0,-14.0,-0.3691271130570991,0
locomo_3,locomo_3_qa73,3,1,0.0,0.0,-20.0,-0.7795597915633891,0
locomo_3,locomo_3_qa74,1,7,0.0,0.0,-11.0,-0.40429573989003054,0
locomo_3,locomo_3_qa75,1,4,0.0,0.0,-20.0,-0.13668433481390474,0
locomo_3,locomo_3_qa76,1,2,0.5,0.0,1.0,-0.15109988787226525,1
locomo_3,locomo_3_qa77,2,1,1.0,0.0,5.0,-0.2165979920723155,1
locomo_3,locomo_3_qa78,1,9,0.33333333333333326,0.22222222222222224,12.0,0.10840782556057049,1
locomo_3,locomo_3_qa79,1,5,0.0,0.0,-6.0,-0.46613272098955943,0
locomo_3,locomo_3_qa80,1,7,0.2857142857142857,0.2857142857142857,1.0,0.006753512860983912,0
locomo_3,locomo_3_qa81,1,8,0.0,0.0,-7.0,-0.4139082116175044,0
locomo_3,locomo_3_qa82,1,2,0.0,0.0,-14.0,-0.7477962226222017,0
locomo_3,locomo_3_qa83,1,3,0.0,0.0,-20.0,-0.5724025738682859,0
locomo_3,locomo_3_qa84,3,2,0.0,0.0,-14.0,-0.621264840053348,0
locomo_3,locomo_3_qa85,3,1,0.0,0.0,-5.0,-0.31928549311276744,0
locomo_3,locomo_3_qa86,2,1,0.0,0.0,-4.0,-0.3472552077121947,0
locomo_3,locomo_3_qa87,3,1,0.0,0.0,-29.0,-0.8974104401253256,0
locomo_3,locomo_3_qa88,4,3,0.0,0.0,-11.0,-0.49924147849386563,0
locomo_3,locomo_3_qa89,4,2,0.5,0.0,3.0,-0.2918651885941985,1
locomo_3,locomo_3_qa90,4,1,0.0,0.0,-15.0,-0.5379950276242502,0
locomo_3,locomo_3_qa91,4,1,1.0,0.0,5.0,-0.15580609085351588,1
locomo_3,locomo_3_qa92,4,1,0.0,1.0,-12.0,-0.12024283827904231,0
locomo_3,locomo_3_qa93,4,2,0.5,0.0,0.0,-0.14747403837329176,1
locomo_3,locomo_3_qa94,4,2,0.0,0.0,-17.0,-0.44259954991074807,0
locomo_3,locomo_3_qa95,4,2,0.5,0.5,-4.0,-0.0069832615324956215,0
locomo_3,locomo_3_qa96,4,1,0.0,0.0,-22.0,-0.4008283834794067,0
locomo_3,locomo_3_qa97,4,1,0.0,0.0,-12.0,-0.40015531624625567,0
locomo_3,locomo_3_qa98,4,1,0.0,0.0,-18.0,-0.41574055336761473,0
locomo_3,locomo_3_qa99,4,1,0.0,1.0,-10.0,-0.027297134528973088,0
locomo_3,locomo_3_qa100,4,1,0.0,0.0,-13.0,-0.3495919790862981,0
locomo_3,locomo_3_qa101,4,1,0.0,0.0,-19.0,-0.8490398668875263,0
locomo_3,locomo_3_qa102,4,1,0.0,0.0,-20.0,-0.4063007319680297,0
locomo_3,locomo_3_qa103,4,1,0.0,0.0,-25.0,-0.5577475314886127,0
locomo_3,locomo_3_qa104,4,1,1.0,1.0,4.0,0.07659277882237614,0
locomo_3,locomo_3_qa105,4,1,0.0,0.0,-11.0,-0.25335066597721473,0
locomo_3,locomo_3_qa106,4,1,0.0,0.0,-10.0,-0.20722708085949798,0
locomo_3,locomo_3_qa107,4,1,0.0,0.0,-7.0,-0.037016413420370875,0
locomo_3,locomo_3_qa108,4,1,0.0,0.0,-11.0,-0.7450910397566587,0
locomo_3,locomo_3_qa109,4,1,0.4,0.0,-3.0,-0.3582870295294893,1
locomo_3,locomo_3_qa110,4,1,0.0,0.0,-13.0,-0.6804589066549703,0
locomo_3,locomo_3_qa111,4,1,1.0,1.0,-5.0,-0.019870935980924376,0
locomo_3,locomo_3_qa112,4,1,0.0,0.0,-9.0,-0.179270479866457,0
locomo_3,locomo_3_qa113,4,1,0.0,0.0,-21.0,-0.33365924089948806,0
locomo_3,locomo_3_qa114,4,1,0.0,0.0,-9.0,-0.5718770095079689,0
locomo_3,locomo_3_qa115,4,1,0.5,1.0,-1.0,-0.025187964192157852,0
locomo_3,locomo_3_qa116,4,1,1.0,1.0,9.0,-0.011569200014510561,0
locomo_3,locomo_3_qa117,4,1,0.0,0.0,-19.0,-0.60824748094708,0
locomo_3,locomo_3_qa118,4,1,0.0,0.0,-13.0,-0.5440825509721349,0
locomo_3,locomo_3_qa119,4,1,1.0,1.0,15.0,0.20063403499661792,0
locomo_3,locomo_3_qa120,4,1,0.0,0.0,-16.0,-0.4331812595385026,0
locomo_3,locomo_3_qa121,4,1,1.0,1.0,5.0,-0.14765575178305812,0
locomo_3,locomo_3_qa122,4,1,0.0,0.0,-28.0,-1.0041820530416778,0
locomo_3,locomo_3_qa123,4,1,0.0,1.0,-3.0,-0.07135334897449319,0
locomo_3,locomo_3_qa124,4,1,0.0,0.0,-12.0,-0.5328080445038449,0
locomo_3,locomo_3_qa125,4,1,0.0,0.0,-17.0,-0.7318537693189175,0
locomo_3,locomo_3_qa126,4,1,0.0,0.0,-15.0,-0.7211365118143568,0
locomo_3,locomo_3_qa127,4,1,1.0,1.0,1.0,0.02734513741534239,0
locomo_3,locomo_3_qa128,4,1,0.4,1.0,-1.0,-0.12229948992979489,0
locomo_3,locomo_3_qa129,4,1,0.0,0.0,-6.0,-0.29505719345524684,0
locomo_3,locomo_3_qa130,4,1,1.0,1.0,8.0,0.13489021743491858,0
locomo_3,locomo_3_qa131,4,1,0.0,0.0,-6.0,-0.23104144672610705,0
locomo_3,locomo_3_qa132,4,1,0.0,0.0,-3.0,-0.065799555130445,0
locomo_3,locomo_3_qa133,4,1,1.0,1.0,2.0,0.14516288928383414,0
locomo_3,locomo_3_qa134,4,1,0.0,0.0,-31.0,-0.7825061104206177,0
locomo_3,locomo_3_qa135,4,1,0.0,0.0,-14.0,-0.4948488041771949,0
locomo_3,locomo_3_qa136,4,1,0.25,0.0,-8.0,-0.1394959941554934,1
locomo_3,locomo_3_qa137,4,1,0.0,0.0,-26.0,-0.7852535712632107,0
locomo_3,locomo_3_qa138,4,1,0.0,0.0,-11.0,-0.7162208546265911,0
locomo_3,locomo_3_qa139,4,1,0.0,0.0,-9.0,-0.22297273407982604,0
locomo_3,locomo_3_qa140,4,1,0.0,0.0,-7.0,-0.39380599340312783,0
locomo_3,locomo_3_qa141,4,1,0.0,0.0,-7.0,-0.3228843384743759,0
locomo_3,locomo_3_qa142,4,1,0.0,0.0,-12.0,-0.1779405400327096,0
locomo_3,locomo_3_qa143,4,1,1.0,0.0,-1.0,-0.4559937709712892,1
locomo_3,locomo_3_qa144,4,1,0.0,0.0,-9.0,-0.06311741594339365,0
locomo_3,locomo_3_qa145,4,1,0.0,0.0,-3.0,-0.3702019579814768,0
locomo_3,locomo_3_qa146,4,1,0.0,0.0,-14.0,-0.31488640266682966,0
locomo_3,locomo_3_qa147,4,1,0.0,0.0,-24.0,-0.5190784733924532,0
locomo_3,locomo_3_qa148,4,1,0.0,0.0,-33.0,-0.8664887183706044,0
locomo_3,locomo_3_qa149,4,1,0.0,0.0,-3.0,-0.3516042619226667,0
locomo_3,locomo_3_qa150,4,1,0.0,0.0,-3.0,-0.32853710148889276,0
locomo_3,locomo_3_qa151,4,1,0.0,0.0,-19.0,-0.5975703589848501,0
locomo_3,locomo_3_qa152,4,1,0.0,1.0,-13.0,-0.08460002668553657,0
locomo_3,locomo_3_qa153,4,1,1.0,1.0,1.0,0.003959546609343723,0
locomo_3,locomo_3_qa154,4,1,1.0,0.0,0.0,-0.1668523412588181,1
locomo_3,locomo_3_qa155,4,1,0.0,0.0,-34.0,-0.6727469082698637,0
locomo_3,locomo_3_qa156,4,1,1.0,1.0,5.0,0.09843798515054769,0
locomo_3,locomo_3_qa157,4,1,1.0,1.0,3.0,0.0040749690834874785,0
locomo_3,locomo_3_qa158,4,1,0.0,0.0,-10.0,-0.1750986417441145,0
locomo_3,locomo_3_qa159,4,1,1.0,1.0,1.0,-0.009302442303881997,0
locomo_3,locomo_3_qa160,4,1,0.0,0.0,-11.0,-0.1979688923216057,0
locomo_3,locomo_3_qa161,4,1,0.0,0.0,-12.0,-0.4502317780292903,0
locomo_3,locomo_3_qa162,4,1,0.0,0.0,-8.0,-0.19860864981776966,0
locomo_3,locomo_3_qa163,4,1,1.0,1.0,-2.0,0.10121640038186919,0
locomo_3,locomo_3_qa164,4,1,1.0,1.0,6.0,-0.04460722083983959,0
locomo_3,locomo_3_qa165,4,1,0.0,0.0,-12.0,-0.5748900283711194,0
locomo_3,locomo_3_qa166,4,1,1.0,0.0,3.0,-0.10532469907457692,1
locomo_3,locomo_3_qa167,4,1,0.0,0.0,-26.0,-0.688916320225269,0
locomo_3,locomo_3_qa168,4,1,1.0,1.0,9.0,0.10703310388540377,0
locomo_3,locomo_3_qa169,4,1,0.0,0.0,-25.0,-0.7357220049176667,0
locomo_3,locomo_3_qa170,4,1,0.0,0.0,-15.0,-0.2433468032054521,0
locomo_3,locomo_3_qa171,4,1,0.0,0.0,-35.0,-0.8381027140851511,0
locomo_3,locomo_3_qa172,4,1,0.0,0.0,-12.0,-0.29158290661029795,0
locomo_3,locomo_3_qa173,4,1,0.0,0.0,-20.0,-0.4151978067836504,0
locomo_3,locomo_3_qa174,4,1,0.0,0.0,-18.0,-0.5680177555597488,0
locomo_3,locomo_3_qa175,4,1,1.0,1.0,-8.0,0.060062892574646365,0
locomo_3,locomo_3_qa176,4,1,0.25,1.0,-1.0,-0.04591981826497005,0
locomo_3,locomo_3_qa177,4,1,0.0,0.0,-16.0,-0.22064280786846807,0
locomo_3,locomo_3_qa178,4,1,0.0,0.0,-17.0,-0.17738038651028076,0
locomo_3,locomo_3_qa179,4,1,1.0,0.0,0.0,-0.11759385396364641,1
locomo_3,locomo_3_qa180,4,1,0.0,0.0,-19.0,-0.4934653574423195,0
locomo_3,locomo_3_qa181,4,1,0.0,0.0,-8.0,-0.13359927060389487,0
locomo_3,locomo_3_qa182,4,1,0.0,0.0,-13.0,-0.49057553223438527,0
locomo_3,locomo_3_qa183,4,1,1.0,1.0,-11.0,-0.08318209257817011,0
locomo_3,locomo_3_qa184,4,3,0.33333333333333326,0.0,0.0,-0.2638841328871464,1
locomo_3,locomo_3_qa185,4,1,1.0,0.0,-5.0,-0.14313476651313506,1
locomo_3,locomo_3_qa186,4,1,0.0,0.0,-25.0,-0.8084490939708002,0
locomo_3,locomo_3_qa187,4,1,0.2,1.0,-3.0,0.0012503298113183403,0
locomo_3,locomo_3_qa188,4,1,0.0,0.0,-10.0,-0.5933372503806892,0
locomo_3,locomo_3_qa189,4,1,0.0,0.0,-19.0,-0.41888729538854713,0
locomo_3,locomo_3_qa190,4,1,0.0,0.0,-6.0,-0.1914493878068498,0
locomo_3,locomo_3_qa191,4,1,0.0,0.0,-8.0,-0.33153760242794916,0
locomo_3,locomo_3_qa192,4,1,1.0,0.0,-1.0,-0.3970362609787765,1
locomo_3,locomo_3_qa193,4,1,1.0,1.0,4.0,-0.11872164813411312,0
locomo_3,locomo_3_qa194,4,1,0.0,0.0,-8.0,-0.5144402307620864,0
locomo_3,locomo_3_qa195,4,1,0.0,0.0,-9.0,-0.47293408886831834,0
locomo_3,locomo_3_qa196,4,1,0.0,0.0,-25.0,-0.642919710384379,0
locomo_3,locomo_3_qa197,4,1,0.0,0.0,-8.0,-0.22271641301856193,0
locomo_3,locomo_3_qa198,4,1,0.0,0.0,-20.0,-0.632323365750424,0
locomo_4,locomo_4_qa0,1,3,0.0,0.0,-12.0,-0.29356427415876846,0
locomo_4,locomo_4_qa1,1,2,0.225,0.0,-8.0,-0.20226517111422732,1
locomo_4,locomo_4_qa2,1,3,0.0,0.0,-7.0,-0.6269297005944136,0
locomo_4,locomo_4_qa3,3,3,0.0,0.0,-18.0,-0.6536498737767794,0
locomo_4,locomo_4_qa4,1,7,0.0,0.14285714285714285,-12.0,-0.029495106908108748,0
locomo_4,locomo_4_qa5,3,1,0.0,0.0,-24.0,-0.6423624805504725,0
locomo_4,locomo_4_qa6,2,1,0.0,0.0,-9.0,-0.5637550796980639,0
locomo_4,locomo_4_qa7,1,3,0.0,0.0,-18.0,-0.7326113378263432,0
locomo_4,locomo_4_qa8,3,2,0.5,0.5,1.0,0.005953928982414758,0
locomo_4,locomo_4_qa9,1,4,0.0,0.0,-4.0,-0.26076205611731984,0
locomo_4,locomo_4_qa10,2,2,0.5,0.5,3.0,0.04875788624861599,0
locomo_4,locomo_4_qa11,1,1,0.0,0.0,-14.0,-0.8231426292828401,0
locomo_4,locomo_4_qa12,2,1,0.0,0.0,-10.0,-0.48970805774783577,0
locomo_4,locomo_4_qa13,1,2,0.5,0.5,0.0,-0.02191117404245413,0
locomo_4,locomo_4_qa14,1,4,0.0,0.0,-18.0,-0.14305861389745694,0
locomo_4,locomo_4_qa15,3,1,1.0,1.0,5.0,0.07488693926233136,0
locomo_4,locomo_4_qa16,2,2,0.5,0.5,3.0,-0.021665826319702486,0
locomo_4,locomo_4_qa17,1,6,0.0,0.16666666666666663,-7.0,-0.027031658554560856,0
locomo_4,locomo_4_qa18,1,6,0.0,0.0,-9.0,-0.058766871471464976,0
locomo_4,locomo_4_qa19,3,3,0.0,0.0,-4.0,-0.16738585380742604,0
locomo_4,locomo_4_qa20,2,4,0.0,0.0,-11.0,-0.169429974246612,0
locomo_4,locomo_4_qa21,1,3,0.0,0.0,-12.0,-0.2970949097351394,0
locomo_4,locomo_4_qa22,2,1,0.0,0.0,-12.0,-0.4274762521308357,0
locomo_4,locomo_4_qa23,2,1,0.0,0.0,-10.0,-0.2656724599763225,0
locomo_4,locomo_4_qa24,2,3,0.0,0.0,-4.0,-0.5011522795358538,0
locomo_4,locomo_4_qa25,1,4,0.0,0.0,-12.0,-0.29084877456750113,0
locomo_4,locomo_4_qa26,1,2,0.5,0.0,0.0,-0.0997113972464097,1
locomo_4,locomo_4_qa27,3,2,0.0,0.0,-7.0,-0.26922258770684915,0
locomo_4,locomo_4_qa28,3,2,0.0,0.5,-5.0,0.13537018550964908,0
locomo_4,locomo_4_qa29,1,2,0.5,0.5,5.0,-0.013354567648294347,0
locomo_4,locomo_4_qa30,1,4,0.25,0.0,5.0,-0.40171718875111356,1
locomo_4,locomo_4_qa31,2,1,1.0,0.0,5.0,-0.2674766893783203,1
locomo_4,locomo_4_qa32,3,1,1.0,1.0,0.0,0.09873116336754328,0
locomo_4,locomo_4_qa33,2,1,0.25,1.0,-3.0,-0.05404738327003211,0
locomo_4,locomo_4_qa34,3,3,0.0,0.0,-20.0,-0.383708689949094,0
locomo_4,locomo_4_qa35,1,2,0.0,0.0,-18.0,-0.5389662194367524,0
